"ilala_kariakoo_kariakookaskazini",0,0,0,0,0,0,0.3913,0.3622,0.3213,0.2973,0.2752,0.2547,0.2358,0.2182,0.202,0.1869,0.1661,0.1537,0.1423,0.1317,0.1219,0.1128,0.1044,0.0929,0.086,0.0796,0.0737,0.0682,0.0631,0.0584,0.0541,0.0482,0.0446,0.0413,0.0382,0.0354,0.0327,0.0303,0.027,0.025,0.0232,0.0214,0.0198,0.0184,0.017,0.0152,0.0141,0.013,0.012,0.0112,0.0103,0.0092,0.0085,0.0079,0.0073,0.0068,0.0063,0.0058,0.0052,0.0048,0.0045,0.0041,0.0038,0.0035,0.0032,0.0029,0.0027,0.0025,0.0023,0.0022,0.0019,0.0018,0.0017,0.0015,0.0014,0.0013,0.0012,0.0011,0.001,9e-04,9e-04,8e-04,7e-04,7e-04,6e-04,6e-04,5e-04,5e-04,4e-04,4e-04,4e-04,3e-04,3e-04,3e-04,3e-04,2e-04
"lindirural_kiwalala_narunyu",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816,0.0756,0.0699,0.0647,0.0599,0.0554,0.0513,0.0475,0.044,0.0407,0.0377,0.0349,0.0323,0.0299,0.0276,0.0256,0.0237,0.0219,0.0203,0.0188,0.0174,0.0161,0.0149,0.0138,0.0128,0.0118,0.0109,0.0101,0.0094,0.0087,0.008,0.0074,0.0069,0.0064,0.0059,0.0054,0.005,0.0047,0.0043,0.004,0.0037,0.0034,0.0032,0.0029,0.0027,0.0025,0.0023,0.0022,0.002,0.0018,0.0017,0.0016,0.0015,0.0014,0.0013,0.234,0.2166,0.2005,0.1856,0.1718,0.159,0.1471,0.1362,0.1261,0.1167,0.108,0.0999,0.0925,0.0856,0.0792,0.0733,0.0679,0.0628,0.0582,0.0538,0.0498,0.0461,0.0427,0.0395,0.0366,0.0338,0.0313,0.029
"lindirural_kilolambwani_mvulenib",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5789,0.5359,0.496,0.459,0.4249,0.3933,0.364,0.3369,0.3118,0.2886,0.2671,0.2472,0.2288,0.2118,0.196,0.1814,0.1679,0.1554,0.1439,0.1332,0.1232,0.1141,0.1056,0.0977,0.0904,0.0837,0.0775,0.0717,0.0664,0.0614,0.0569,0.0526,0.0487,0.0451,0.0417,0.0386,0.0358,0.0331,0.0306,0.0283,0.0262,0.0243,0.0225,0.0208,0.0193,0.0178,0.0165,0.0153,0.0141,0.0131,0.0121,0.0112,0.0104,0.0096,0.0089,0.0556,0.0514,0.0476,0.0441,0.0408,0.0377,0.0349,0.0323,0.0299,0.0277,0.0256,0.0237,0.022,0.0203,0.5,0.4628,0.4283,0.3965,0.3669,0.3396,0.3143,0.2909,0.2693,0.2492,0.2307,0.2135,0.1976,0.1829
"kibaha_soga_kipangege",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4628,0.4283,0.3965,0.3669,0.3396,0.3143,0.2909,0.2693,0.2492,0.2307,0.2135,0.1976,0.1829,0.1693,0.1567,0.145,0.1342,0.1242,0.115,0.1064,0.0985,0.0912,0.5,0.4628,0.4283,0.3965,0.3669,0.3396,0.3143,0.2909,0.2693,0.2492,0.2221,0.2056,0.1903,0.1761
"lindirural_mnolela_ruhokwe",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0.617,0.5711,0.5286,0.4893,0.4528,0.4191,0.3879,0.3591,0.3323,0.3076,0.2847,0.2635,0.2439,0.2257,0.2089,0.5,0.4628,0.4283,0.3965,0.3669,0.3396,0.3143,0.2909,0.2693,0.2492,0.2307,0.2135,0.1976,0.1829,0.1693,0.1567,0.145,0.1342,0.1242,0.115,0.1064,0.0985,0.0912,0.0844,0.0781,0.0723,0.0669,0.0619,0.0573,0.0531,0.0491,0.0455,0.0421,0.0389,0.036,0.0334,0.0309,0.0286,0.0264,0.6522,0.6036,0.5587,0.5171,0.4786,0.443,0.41,0.3795,0.3512,0.3251,0.3009,0.2785,0.2578,0.2386,0.3913,0.3622,0.3352,0.3103,0.2872,0.2658,0.246,0.2277,0.2107,0.1951,0.1805,0.1671,0.1547,0.1432
"ruangwa_chibula_namihenje",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3889,0.3599,0.3331,0.3084,0.2854,0.2642,0.2445,0.2263,0.2094,0.1939,0.1794,0.1661,0.1537,0.1423,0.1317,0.1219,0.2778,0.2571,0.238,0.2203,0.2039,0.1887,0.1746,0.1616,0.1496,0.1385,0.1282,0.1186,0.1098,0.1016,0.0941,0.0871,0.0806,0.0746,0.069,0.0639,0.0591,0.0547,0.0507,0.0469,0.7778,0.7199,0.6663,0.6167,0.5708,0.5283,0.489,0.4526,0.4189,0.3877,0.3589,0.3321,0.3074,0.2845,0.2634,0.7857,0.7272,0.6731,0.623,0.5766,0.5337,0.494,0.4572,0.4232,0.3917,0.3625,0.3355,0.3106,0.2874,0.7857,0.7272,0.6731,0.623,0.5766,0.5337,0.494,0.4572,0.4232,0.3917,0.3625,0.3355,0.3106,0.2874
"lindiurban_ndoro_ndorojuu",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9256,0.8567,0.7929,0.629,0.5822,0.5389,0.4988,0.4616,0.4273,0.3955,0.366,0.3388,0.3136,0.2902,0.2686,0.2486,0.2301,0.213,0.1971,0.1825,0.1689,0.1563,0.1447,0.1339,0.1239,0.1147,0.1062,0.0983,0.091,0.0842,0.0779,0.0721,0.0668,0.0618,0.0572,0.0529,0.049,0.0453,0.042,0.0388,0.036,0.0333,0.0308,0.0249,0.0231,0.0214,0.0198,0.0183,0.0169,0.0157,0.0145,0.0134,0.0124,0.0115,0.5,0.4628,0.4283,0.3965,0.3669,0.3396,0.3143,0.2909,0.2693,0.2492,0.2307,0.2135,0.1976,0.1829,0.25,0.2314,0.2142,0.1982,0.1835,0.1698,0.1572,0.1455,0.1346,0.1246,0.1153,0.1068,0.0988,0.0915
"morogorourban_kihonda_cctforest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.3471,0.3213,0.2973,0.2752,0.2547,0.2219,0.2054,0.1901,0.1759,0.1628,0.1507,0.1395,0.1291,0.1195,0.1106,0.4706,0.4356,0.4031,0.3731,0.3454,0.3196,0.2959,0.2738,0.2535,0.2346,0.2171,0.201,0.186,0.1722,0.1593,0.1475,0.1289,0.1193,0.1104,0.0968,0.0896,0.083,0.7895,0.7307,0.6425,0.5947,0.5504,0.4852,0.4491,0.4156,0.3847,0.3561,0.3296,0.305,0.2823,0.2613,0.2419,0.2239,0.2072,0.1918,0.1775,0.1643,0.1521,0.1407,0.1303,0.5909,0.5469,0.5062,0.4685,0.4337,0.4014,0.3553,0.3289,0.3044,0.2818,0.2608,0.2414,0.2234,0.2068
"liwale_liwalemjini_mungurumo",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8065,0.7464,0.6909,0.6394,0.5918,0.5478,0.507,0.4693,0.4343,0.402,0.3721,0.3444,0.3188,0.295,0.2731,0.2527,0.4167,0.3857,0.3569,0.3304,0.3058,0.283,0.262,0.2425,0.2244,0.2077,0.1922,0.1779,0.1647,0.1524,0.1411,0.1306,0.1209,0.1119,0.1035,0.0958,0.0887,0.0821,0.076,0.0703,0.0651,0.0602,0.0558,0.0516,0.0478,0.0442,0.0409,0.0379,0.0351,0.0324,0.03,0.0278,0.0257,0.0238,0.022,0.2143,0.1983,0.1836,0.1699,0.1573,0.1456,0.1347,0.1247,0.1154,0.1068,0.0989,0.0915,0.0847,0.0784,0.4545,0.4207,0.3894,0.3604,0.3336,0.3088,0.2858,0.2645,0.2448,0.2266,0.2097,0.1941,0.1797,0.1663
"ilala_chanika_zingiziwa",0,0,0,0,0,0,0.3276,0.3032,0.2806,0.2597,0.2404,0.2225,0.2025,0.1874,0.1706,0.1579,0.1461,0.1352,0.1252,0.1158,0.1072,0.0992,0.0919,0.0836,0.0774,0.0716,0.0663,0.0614,0.0568,0.0526,0.0487,0.0443,0.041,0.0374,0.0346,0.032,0.0296,0.0274,0.0254,0.7937,0.7346,0.6799,0.6293,0.5824,0.5391,0.499,0.4618,0.4274,0.3956,0.3662,0.3389,0.3137,0.2903,0.2687,0.2487,0.2302,0.2131,0.1972,0.1825,0.169,0.1564,0.1447,0.134,0.124,0.1148,0.1905,0.1763,0.1632,0.151,0.1398,0.1294,0.1198,0.1108,0.1026,0.095,0.0879,0.0813,0.0753,0.0697,0.0645,0.0597,0.0553,0.0511,0.0473,0.7,0.6479,0.5997,0.555,0.4971,0.4601,0.4126,0.3819,0.3534,0.3271,0.3028,0.2802
