Region,District,vvrid,vvid,round,N_vvid,Dist_Area,Area_kmsq,Population,dist_km,vdogs,v_mean_date,v_mean_date,season_with_NA,season,Correct_District,CategoryVax,Category,nocollars,collars,tdogs,dog_vill_est,Pop2012,HH_Livestk_Keepers,Gr,TotalHH,Vaccines_vials,Cost,Nvaccinators
Lindi,liwale,liwale_makata_mkundi_3,liwale_makata_mkundi,3,76,15633.97819,95.35042941,698,19.639,6,03/07/2014,03-Jul,dry,dry,Liwale,Rural,rural,3,5,8,12,91380,10582,2,21084,140,7214900,25
Lindi,liwale,liwale_makata_mpengere_3,liwale_makata_mpengere,3,76,15633.97819,113.7666475,2063,28.717,8,04/07/2014,04-Jul,dry,dry,Liwale,Rural,rural,7,1,8,78,91380,10582,2,21084,140,7214900,25
Mtwara,masasi,masasi_mlingula_masiku_3,masasi_mlingula_masiku,3,147,4003.146891,13.59798171,1986,16.574,11,19/06/2014,19-Jun,dry,dry,Masasi,Rural,rural,3,5,8,22,247993,30565,1,67872,330,5690800,25
Mtwara,masasi,masasi_mlingula_mlingula_3,masasi_mlingula_mlingula,3,147,4003.146891,14.98594138,2690,13.061,28,19/06/2014,19-Jun,dry,dry,Masasi,Rural,rural,3,5,8,55,247993,30565,1,67872,330,5690800,25
Mtwara,masasi,masasi_namalenga_namalenga_3,masasi_namalenga_namalenga,3,147,4003.146891,10.37017034,1839,44.079,16,23/06/2014,23-Jun,dry,dry,Masasi,Rural,rural,3,5,8,32,247993,30565,1,67872,330,5690800,25
Mtwara,masasi,masasi_namatutwe_chingulungulu_3,masasi_namatutwe_chingulungulu,3,147,4003.146891,161.5407463,2891,39.089,28,23/06/2014,23-Jun,dry,dry,Masasi,Rural,rural,3,5,8,55,247993,30565,1,67872,330,5690800,25
Coast,mkuranga,mkuranga_kiparanganda_kibululu_3,mkuranga_kiparanganda_kibululu,3,116,2825.378544,9.47498834,1266,7.962,10,15/11/2013,15-Nov,wet,wet,Mkuranga,Rural,rural,1,7,8,14,222921,17610,2,51101,300,9803700,55
Coast,mkuranga,mkuranga_magawa_mdimni_3,mkuranga_magawa_mdimni,3,116,2825.378544,20.42786179,907,41.342,13,16/11/2013,16-Nov,wet,wet,Mkuranga,Rural,rural,5,3,8,44,222921,17610,2,51101,300,9803700,55
Mtwara,mtwararural,mtwararural_tangazo_tangazo_3,mtwararural_tangazo_tangazo,3,156,3629.498196,8.530252349,2246,28.936,10,18/06/2014,18-Jun,dry,dry,Mtwara Rural,Rural,rural,5,3,8,33,228003,21651,1,58602,130,8165500,58
Lindi,nachingwea,nachingwea_kilimanihewa_mazoezi_3,nachingwea_kilimanihewa_mazoezi,3,118,5971.802217,9.067382665,2561,2.625,20,21/06/2014,21-Jun,dry,dry,Nachingwea,Rural,rural,1,7,8,29,178464,21726,1,48145,450,8550800,29
Lindi,nachingwea,nachingwea_mnerongongo_kitandi_3,nachingwea_mnerongongo_kitandi,3,118,5971.802217,23.93458816,1520,29.186,18,27/06/2014,27-Jun,dry,dry,Nachingwea,Rural,rural,3,5,8,36,178464,21726,1,48145,450,8550800,29
Lindi,nachingwea,nachingwea_naipingo_kwakamkamba_3,nachingwea_naipingo_kwakamkamba,3,118,5971.802217,11.72794798,678,17.15,18,24/06/2014,24-Jun,dry,dry,Nachingwea,Rural,rural,2,6,8,30,178464,21726,1,48145,450,8550800,29
Lindi,nachingwea,nachingwea_namikango_namikangoa_3,nachingwea_namikango_namikangoa,3,118,5971.802217,6.828889237,1438,29.172,27,25/06/2014,25-Jun,dry,dry,Nachingwea,Rural,rural,2,6,8,45,178464,21726,1,48145,450,8550800,29
Lindi,nachingwea,nachingwea_namikango_namikangob_3,nachingwea_namikango_namikangob,3,118,5971.802217,18.03103024,1175,30.411,10,25/06/2014,25-Jun,dry,dry,Nachingwea,Rural,rural,1,7,8,14,178464,21726,1,48145,450,8550800,29
Mtwara,nanyumbu,nanyumbu_mangaka_kilimanihewa_3,nanyumbu_mangaka_kilimanihewa,3,89,5200.437722,12.73229031,5854,29.029,23,09/06/2014,09-Jun,dry,dry,Nanyumbu,Rural,rural,0,8,8,29,150857,13474,1,40746,160,6739600,18
Mtwara,nanyumbu,nanyumbu_mikangaula_nawaje_3,nanyumbu_mikangaula_nawaje,3,89,5200.437722,16.69907581,1918,44.166,15,10/06/2014,10-Jun,dry,dry,Nanyumbu,Rural,rural,2,6,8,25,150857,13474,1,40746,160,6739600,18
Mtwara,nanyumbu,nanyumbu_nandete_ulanga_3,nanyumbu_nandete_ulanga,3,89,5200.437722,35.76907604,1898,50.252,15,18/06/2014,18-Jun,dry,dry,Nanyumbu,Rural,rural,1,7,8,22,150857,13474,1,40746,160,6739600,18
Mtwara,nanyumbu,nanyumbu_nanyumbu_nanderu_3,nanyumbu_nanyumbu_nanderu,3,89,5200.437722,123.006353,1522,17.761,0,10/06/2014,10-Jun,dry,dry,Nanyumbu,Rural,rural,1,7,8,16,150857,13474,1,40746,160,6739600,18
Mtwara,nanyumbu,nanyumbu_sengenya_mkumbaru_3,nanyumbu_sengenya_mkumbaru,3,89,5200.437722,88.13937817,1714,54.822,43,16/06/2014,16-Jun,dry,dry,Nanyumbu,Rural,rural,1,7,8,61,150857,13474,1,40746,160,6739600,18
Mtwara,newala,newala_kitangari_mmovo_3,newala_kitangari_mmovo,3,153,1951.337174,6.822897947,796,5.26,18,03/07/2014,03-Jul,dry,dry,Newala,Rural,rural,4,4,8,15,205492,28279,1,58035,170,7690200,37
Mtwara,newala,newala_kitangari_nanda_3,newala_kitangari_nanda,3,153,1951.337174,15.62236049,1715,5.856,25,02/07/2014,02-Jul,dry,dry,Newala,Rural,rural,6,2,8,125,205492,28279,1,58035,170,7690200,37
Mtwara,newala,newala_makukwe_makukwe_3,newala_makukwe_makukwe,3,153,1951.337174,5.605656355,2102,24.019,0,30/07/2014,30-Jul,dry,dry,Newala,Rural,rural,5,3,8,14,205492,28279,1,58035,170,7690200,37
Mtwara,newala,newala_maputi_maputi_3,newala_maputi_maputi,3,153,1951.337174,8.13661791,1672,2.871,14,03/07/2014,03-Jul,dry,dry,Newala,Rural,rural,4,4,8,35,205492,28279,1,58035,170,7690200,37
Mtwara,newala,newala_mkomaii_lochinu_3,newala_mkomaii_lochinu,3,153,1951.337174,21.08702292,584,31.876,43,08/08/2014,08-Aug,dry,dry,Newala,Rural,rural,5,3,8,76,205492,28279,1,58035,170,7690200,37
Mtwara,newala,newala_mkunya_mkunya_3,newala_mkunya_mkunya,3,153,1951.337174,2.01173496,1095,39.975,97,12/08/2014,12-Aug,dry,dry,Newala,Rural,rural,6,2,8,84,205492,28279,1,58035,170,7690200,37
Mtwara,newala,newala_mtunguru_mango_3,newala_mtunguru_mango,3,153,1951.337174,13.34283781,856,16.62,0,02/07/2014,02-Jul,dry,dry,Newala,Rural,rural,4,4,8,6,205492,28279,1,58035,170,7690200,37
Mtwara,newala,newala_nakahako_mitahu_3,newala_nakahako_mitahu,3,153,1951.337174,16.59830114,843,28.803,0,30/07/2014,30-Jul,dry,dry,Newala,Rural,rural,5,3,8,6,205492,28279,1,58035,170,7690200,37
Mtwara,newala,newala_nakahako_mnahuke_3,newala_nakahako_mnahuke,3,153,1951.337174,6.548600583,712,25.242,NA,NA,NA,NA,dry,Newala,Rural,rural,5,3,8,7,205492,28279,1,58035,170,7690200,37
Mtwara,newala,newala_nakahako_nakahako_3,newala_nakahako_nakahako,3,153,1951.337174,17.69074925,1454,26.032,8,30/07/2014,30-Jul,dry,dry,Newala,Rural,rural,3,5,8,20,205492,28279,1,58035,170,7690200,37
Lindi,ruangwa,ruangwa_nachingwea_kilimahewa_3,ruangwa_nachingwea_kilimahewa,3,89,2513.808844,13.51991761,4118,0.2,23,10/06/2014,10-Jun,dry,dry,Ruangwa,Rural,rural,5,3,8,77,131080,17605,1,37326,190,8165500,22
Lindi,ruangwa,ruangwa_nachingwea_nachingwea_3,ruangwa_nachingwea_nachingwea,3,89,2513.808844,1.988511196,2039,3.222,10,09/06/2014,09-Jun,dry,dry,Ruangwa,Rural,rural,0,8,8,13,131080,17605,1,37326,190,8165500,22
Lindi,ruangwa,ruangwa_nandagala_namahemab_3,ruangwa_nandagala_namahemab,3,89,2513.808844,6.734864612,549,19.322,12,10/06/2014,10-Jun,dry,dry,Ruangwa,Rural,rural,3,5,8,24,131080,17605,1,37326,190,8165500,22
Lindi,ruangwa,ruangwa_nandagala_nandagalab_3,ruangwa_nandagala_nandagalab,3,89,2513.808844,10.77312171,1489,18.063,NA,NA,NA,NA,dry,Ruangwa,Rural,rural,1,7,8,20,131080,17605,1,37326,190,8165500,22
Lindi,ruangwa,ruangwa_ruangwa_likangara_3,ruangwa_ruangwa_likangara,3,89,2513.808844,17.54769278,2441,5.403,18,09/06/2014,09-Jun,dry,dry,Ruangwa,Rural,rural,6,2,8,89,131080,17605,1,37326,190,8165500,22
Coast,rufiji,rufiji_mbuchi_mbweramagharibi_3,rufiji_mbuchi_mbweramagharibi,3,115,9383.789029,24.50227251,2249,73.617,31,16/12/2013,16-Dec,wet,wet,Rufiji,Rural,rural,6,2,8,156,217274,14973,1,48164,200,10492900,29
Coast,rufiji,rufiji_mwambao_kivinjaa_3,rufiji_mwambao_kivinjaa,3,115,9383.789029,72.04831826,1837,73.781,8,13/12/2013,13-Dec,wet,wet,Rufiji,Rural,rural,0,8,8,10,217274,14973,1,48164,200,10492900,29
Coast,kibaha,kibaha_kikongo_makotopora_4,kibaha_kikongo_makotopora,4,50,1500.829629,5.188274499,288,24.547,18,12/12/2014,12-Dec,wet,wet,Kibaha,Rural,rural,1,7,8,26,70209,4771,3,16892,500,10225100,25
Coast,kibaha,kibaha_soga_kipangege_4,kibaha_soga_kipangege,4,50,1500.829629,23.16640552,288,20.621,39,07/12/2014,07-Dec,wet,wet,Kibaha,Rural,rural,3,5,8,77,70209,4771,3,16892,500,10225100,25
Coast,kibaha,kibaha_soga_misufini_4,kibaha_soga_misufini,4,50,1500.829629,25.1310454,441,19.365,16,09/12/2014,09-Dec,wet,wet,Kibaha,Rural,rural,1,7,8,23,70209,4771,3,16892,500,10225100,25
Coast,kibaha,kibaha_soga_vikuge_4,kibaha_soga_vikuge,4,50,1500.829629,36.00973398,2004,13.691,41,11/12/2014,11-Dec,wet,wet,Kibaha,Rural,rural,5,3,8,135,70209,4771,3,16892,500,10225100,25
Coast,kibahaurban,kibahaurban_kongowe_viziwaziwa_4,kibahaurban_kongowe_viziwaziwa,4,53,705.2647967,7.295893336,664,10.8,52,16/12/2014,16-Dec,wet,wet,Kibaha Urban,Rural,rural,2,6,8,23,128488,7650,5,31092,480,10256900,47
Coast,kibahaurban,kibahaurban_pangani_vikawebondeni_4,kibahaurban_pangani_vikawebondeni,4,53,705.2647967,29.64407842,1257,17.495,18,21/12/2014,21-Dec,wet,wet,Kibaha Urban,Rural,rural,5,3,8,129,128488,7650,5,31092,480,10256900,47
Lindi,kilwa,kilwa_mandawa_kiwawa_4,kilwa_mandawa_kiwawa,4,100,14545.39353,255.2377093,1771,38.359,34,30/09/2015,30-Sep,wet,wet,Kilwa,Rural,rural,4,4,8,84,190744,20507,1,42596,496,7949200,29
Coast,kisarawe,kisarawe_kiluvya_kiluvyaa_4,kisarawe_kiluvya_kiluvyaa,4,77,4514.279204,36.96233508,3899,12.547,171,19/01/2015,19-Jan,dry,dry,Kisarawe,Rural,rural,3,5,8,450,101598,12275,1,25475,380,10388700,38
Coast,kisarawe,kisarawe_kiluvya_kiluvyab_4,kisarawe_kiluvya_kiluvyab,4,77,4514.279204,18.25918252,4045,11.88,93,17/01/2015,17-Jan,dry,dry,Kisarawe,Rural,rural,3,5,8,186,101598,12275,1,25475,380,10388700,38
Coast,kisarawe,kisarawe_kisarawe_kisarawe_4,kisarawe_kisarawe_kisarawe,4,77,4514.279204,56.17459838,8423,0.2,209,16/01/2015,16-Jan,dry,dry,Kisarawe,Rural,rural,2,6,8,299,101598,12275,1,25475,380,10388700,38
Coast,kisarawe,kisarawe_maneromango_maneromango_4,kisarawe_maneromango_maneromango,4,77,4514.279204,7.614067333,1148,47.101,32,19/01/2015,19-Jan,dry,dry,Kisarawe,Rural,rural,1,7,8,46,101598,12275,1,25475,380,10388700,38
Coast,kisarawe,kisarawe_vihingo_chamalale_4,kisarawe_vihingo_chamalale,4,77,4514.279204,7.456791899,313,43.356,NA,NA,NA,NA,dry,Kisarawe,Rural,rural,3,5,8,16,101598,12275,1,25475,380,10388700,38
Lindi,lindirural,lindirural_chiponda_mwangu_4,lindirural_chiponda_mwangu,4,133,5971.498478,35.0901541,678,35.634,15,07/09/2015,07-Sep,dry,dry,Lindi Rural,Rural,rural,4,4,8,45,194143,21931,-1,52821,290,8550800,69
Lindi,lindirural,lindirural_kilolambwani_mvulenia_4,lindirural_kilolambwani_mvulenia,4,133,5971.498478,33.7130677,1364,51.305,4,06/09/2015,06-Sep,dry,dry,Lindi Rural,Rural,rural,4,4,8,10,194143,21931,-1,52821,290,8550800,69
Lindi,lindirural,lindirural_mchinga_mchanganii_4,lindirural_mchinga_mchanganii,4,133,5971.498478,53.46216136,2962,27.668,15,05/09/2015,05-Sep,dry,dry,Lindi Rural,Rural,rural,3,5,8,30,194143,21931,-1,52821,290,8550800,69
Lindi,lindirural,lindirural_mipingo_namkongo_4,lindirural_mipingo_namkongo,4,133,5971.498478,221.8647707,1742,52.293,20,07/09/2015,07-Sep,dry,dry,Lindi Rural,Rural,rural,5,3,8,32,194143,21931,-1,52821,290,8550800,69
Lindi,lindirural,lindirural_mnara_mnara_4,lindirural_mnara_mnara,4,133,5971.498478,42.70219529,1810,54.758,16,04/09/2015,04-Sep,dry,dry,Lindi Rural,Rural,rural,3,5,8,37,194143,21931,-1,52821,290,8550800,69
Lindi,lindirural,lindirural_nahukahuka_nahukahuka_4,lindirural_nahukahuka_nahukahuka,4,133,5971.498478,21.78738506,1431,48.612,20,09/09/2015,09-Sep,dry,dry,Lindi Rural,Rural,rural,5,3,8,51,194143,21931,-1,52821,290,8550800,69
Lindi,lindirural,lindirural_namangale_chiwelele_4,lindirural_namangale_chiwelele,4,133,5971.498478,40.17224516,1486,72.321,6,07/09/2015,07-Sep,dry,dry,Lindi Rural,Rural,rural,3,5,8,12,194143,21931,-1,52821,290,8550800,69
Lindi,lindirural,lindirural_rutamba_kinyope_4,lindirural_rutamba_kinyope,4,133,5971.498478,47.93013899,2896,33.123,31,02/09/2015,02-Sep,dry,dry,Lindi Rural,Rural,rural,5,3,8,105,194143,21931,-1,52821,290,8550800,69
Lindi,lindirural,lindirural_rutamba_rutambayazamani_4,lindirural_rutamba_rutambayazamani,4,133,5971.498478,20.694158,1925,31.975,16,05/09/2015,05-Sep,dry,dry,Lindi Rural,Rural,rural,5,3,8,55,194143,21931,-1,52821,290,8550800,69
Lindi,lindirural,lindirural_sudi_kilimani_4,lindirural_sudi_kilimani,4,133,5971.498478,34.12779294,1141,31.956,24,09/09/2015,09-Sep,dry,dry,Lindi Rural,Rural,rural,2,6,8,40,194143,21931,-1,52821,290,8550800,69
Lindi,lindiurban,lindiurban_msinjahili_4,lindiurban_msinjahili,4,18,1062.893932,125.170949,6391,4.605166667,104,07/09/2015,07-Sep,dry,dry,Lindi Urban,Urban,urban,0,8,8,123,78841,6500,7,22344,150,6784600,19
Lindi,liwale,liwale_kiangara_kiangara_4,liwale_kiangara_kiangara,4,76,15633.97819,32.88232579,1435,54.931,9,17/09/2015,17-Sep,dry,dry,Liwale,Rural,rural,2,6,8,7,91380,10582,2,21084,140,7214900,25
Lindi,liwale,liwale_kichonda_kichonda_4,liwale_kichonda_kichonda,4,76,15633.97819,87.80636367,1385,18.847,6,12/09/2015,12-Sep,dry,dry,Liwale,Rural,rural,2,6,8,10,91380,10582,2,21084,140,7214900,25
Lindi,liwale,liwale_kimambi_kimambi_4,liwale_kimambi_kimambi,4,76,15633.97819,7567.112323,754,108.268,5,17/09/2015,17-Sep,dry,dry,Liwale,Rural,rural,3,5,8,10,91380,10582,2,21084,140,7214900,25
Lindi,liwale,liwale_mirui_mirui_4,liwale_mirui_mirui,4,76,15633.97819,242.9613997,1422,76.503,0,17/09/2015,17-Sep,dry,dry,Liwale,Rural,rural,5,3,8,29,91380,10582,2,21084,140,7214900,25
Lindi,liwale,liwale_ngongowele_ngongowele_4,liwale_ngongowele_ngongowele,4,76,15633.97819,72.16509385,1127,36.065,4,15/09/2015,15-Sep,dry,dry,Liwale,Rural,rural,2,6,8,21,91380,10582,2,21084,140,7214900,25
Mtwara,masasi,masasi_mkululu_mfuto_4,masasi_mkululu_mfuto,4,147,4003.146891,16.84741743,960,33.64,9,06/09/2015,06-Sep,dry,dry,Masasi,Rural,rural,4,4,8,19,247993,30565,1,67872,330,5690800,25
Mtwara,masasi,masasi_namajani_ngalole_4,masasi_namajani_ngalole,4,147,4003.146891,37.3767349,3699,21.521,10,09/09/2015,09-Sep,dry,dry,Masasi,Rural,rural,4,4,8,25,247993,30565,1,67872,330,5690800,25
Coast,mkuranga,mkuranga_magawa_kifumangao_4,mkuranga_magawa_kifumangao,4,116,2825.378544,49.19385585,792,47.941,43,03/01/2015,03-Jan,dry,dry,Mkuranga,Rural,rural,2,6,8,46,222921,17610,2,51101,300,9803700,55
Coast,mkuranga,mkuranga_panzuo_nyatanga_4,mkuranga_panzuo_nyatanga,4,116,2825.378544,35.37204755,1248,29.695,9,19/01/2015,19-Jan,dry,dry,Mkuranga,Rural,rural,4,4,8,23,222921,17610,2,51101,300,9803700,55
Coast,mkuranga,mkuranga_tambani_mwanadilatu_4,mkuranga_tambani_mwanadilatu,4,116,2825.378544,17.77351024,2457,9.689,21,04/01/2015,04-Jan,dry,dry,Mkuranga,Rural,rural,3,5,8,43,222921,17610,2,51101,300,9803700,55
Coast,mkuranga,mkuranga_tambani_tambani_4,mkuranga_tambani_tambani,4,116,2825.378544,7.218463513,2050,12.17,58,02/01/2015,02-Jan,dry,dry,Mkuranga,Rural,rural,1,7,8,82,222921,17610,2,51101,300,9803700,55
Morogoro,morogoro,morogoro_kibungojuu_kibungo_4,morogoro_kibungojuu_kibungo,4,140,8267.709895,13.44412245,1208,25.338,59,18/12/2014,18-Dec,wet,wet,Morogoro,Rural,rural,2,6,8,99,286248,31160,1,67671,900,11815500,100
Morogoro,morogoro,morogoro_mkulazi_usungura_4,morogoro_mkulazi_usungura,4,140,8267.709895,108.5599272,1342,93.19,63,19/12/2014,19-Dec,wet,wet,Morogoro,Rural,rural,2,6,8,106,286248,31160,1,67671,900,11815500,100
Morogoro,morogoro,morogoro_mkuyuni_mfumbwe_4,morogoro_mkuyuni_mfumbwe,4,140,8267.709895,6.75516922,2578,25.881,8,16/12/2014,16-Dec,wet,wet,Morogoro,Rural,rural,2,6,8,13,286248,31160,1,67671,900,11815500,100
Morogoro,morogorourban,morogorourban_mafiga_4,morogorourban_mafiga,4,19,288.2981409,1.485495084,13586,1.893,175,21/12/2014,21-Dec,wet,wet,Morogoro Urban,Urban,urban,8,0,8,957,315866,12060,3,76039,"1,200",11832500,50
Morogoro,morogorourban,morogorourban_uwanjawataifa_4,morogorourban_uwanjawataifa,4,19,288.2981409,0.952832801,7245,1.973363636,NA,NA,NA,NA,wet,Morogoro Urban,Urban,urban,4,4,8,368,315866,12060,3,76039,"1,200",11832500,50
Mtwara,mtwararural,mtwararural_mahurunga_mahurunga_4,mtwararural_mahurunga_mahurunga,4,156,3629.498196,35.04399678,2019,38.681,11,28/08/2015,28-Aug,dry,dry,Mtwara Rural,Rural,rural,1,7,8,23,228003,21651,1,58602,130,8165500,58
Mtwara,mtwararural,mtwararural_mtimbwilimbwi_nanjedya_4,mtwararural_mtimbwilimbwi_nanjedya,4,156,3629.498196,25.15692565,952,46.998,7,25/08/2015,25-Aug,dry,dry,Mtwara Rural,Rural,rural,0,8,8,26,228003,21651,1,58602,130,8165500,58
Mtwara,mtwararural,mtwararural_mtimbwilimbwi_shaba_4,mtwararural_mtimbwilimbwi_shaba,4,156,3629.498196,16.79117883,1538,57.268,23,24/08/2015,24-Aug,dry,dry,Mtwara Rural,Rural,rural,0,8,8,147,228003,21651,1,58602,130,8165500,58
Lindi,nachingwea,nachingwea_chiola_namauni_4,nachingwea_chiola_namauni,4,118,5971.802217,5.818649136,291,16.906,27,07/09/2015,07-Sep,dry,dry,Nachingwea,Rural,rural,0,8,8,17,178464,21726,1,48145,450,8550800,29
Lindi,nachingwea,nachingwea_kilimanihewa_nampemba_4,nachingwea_kilimanihewa_nampemba,4,118,5971.802217,10.65792522,792,6.439,10,30/09/2015,30-Sep,dry,dry,Nachingwea,Rural,rural,0,8,8,50,178464,21726,1,48145,450,8550800,29
Lindi,nachingwea,nachingwea_lionja_ilolo_4,nachingwea_lionja_ilolo,4,118,5971.802217,49.07423132,767,40.171,7,07/09/2015,07-Sep,dry,dry,Nachingwea,Rural,rural,2,6,8,15,178464,21726,1,48145,450,8550800,29
Lindi,nachingwea,nachingwea_naipingo_mkatapori_4,nachingwea_naipingo_mkatapori,4,118,5971.802217,15.34332768,1306,15.155,9,02/09/2015,02-Sep,dry,dry,Nachingwea,Rural,rural,0,8,8,14,178464,21726,1,48145,450,8550800,29
Lindi,nachingwea,nachingwea_namapwia_mbute_4,nachingwea_namapwia_mbute,4,118,5971.802217,113.5027047,643,44.925,9,07/09/2015,07-Sep,dry,dry,Nachingwea,Rural,rural,1,7,8,3,178464,21726,1,48145,450,8550800,29
Lindi,nachingwea,nachingwea_nditi_nyambib_4,nachingwea_nditi_nyambib,4,118,5971.802217,40.62622654,694,41.43,7,07/09/2015,07-Sep,dry,dry,Nachingwea,Rural,rural,2,6,8,14,178464,21726,1,48145,450,8550800,29
Mtwara,nanyumbu,nanyumbu_chipuputa_mpwahia_4,nanyumbu_chipuputa_mpwahia,4,89,5200.437722,104.0146659,1604,9.249,20,26/08/2015,26-Aug,dry,dry,Nanyumbu,Rural,rural,2,6,8,6,150857,13474,1,40746,160,6739600,18
Mtwara,nanyumbu,nanyumbu_mikangaula_lowasa_4,nanyumbu_mikangaula_lowasa,4,89,5200.437722,26.84158621,823,37.64,8,20/08/2015,20-Aug,dry,dry,Nanyumbu,Rural,rural,3,5,8,16,150857,13474,1,40746,160,6739600,18
Mtwara,nanyumbu,nanyumbu_mikangaula_nawaje_4,nanyumbu_mikangaula_nawaje,4,89,5200.437722,16.69907581,1918,44.166,12,21/08/2015,21-Aug,dry,dry,Nanyumbu,Rural,rural,2,6,8,25,150857,13474,1,40746,160,6739600,18
Mtwara,newala,newala_kitangari_kitangarisokoni_4,newala_kitangari_kitangarisokoni,4,153,1951.337174,15.35157842,2320,1.559,NA,NA,NA,NA,dry,Newala,Rural,rural,2,6,8,26,205492,28279,1,58035,170,7690200,37
Mtwara,newala,newala_mcholii_chiunjira_4,newala_mcholii_chiunjira,4,153,1951.337174,50.32740797,2306,46.98,9,26/08/2015,26-Aug,dry,dry,Newala,Rural,rural,3,5,8,18,205492,28279,1,58035,170,7690200,37
Lindi,ruangwa,ruangwa_chibula_namihenje_4,ruangwa_chibula_namihenje,4,89,2513.808844,6.988568174,644,28.172,11,16/09/2015,16-Sep,dry,dry,Ruangwa,Rural,rural,0,8,8,14,131080,17605,1,37326,190,8165500,22
Mtwara,tandahimba,tandahimba_chaume_luheya_4,tandahimba_chaume_luheya,4,155,2047.30144,20.32044775,1212,22.418,6,21/08/2015,21-Aug,dry,dry,Tandahimba,Rural,rural,2,6,8,13,227514,26595,1,60872,160,7214900,33
Mtwara,tandahimba,tandahimba_dinduma_mitene_4,tandahimba_dinduma_mitene,4,155,2047.30144,10.0716061,1626,17.512,6,21/08/2015,21-Aug,dry,dry,Tandahimba,Rural,rural,4,4,8,15,227514,26595,1,60872,160,7214900,33
Mtwara,tandahimba,tandahimba_kitama_mwengeb_4,tandahimba_kitama_mwengeb,4,155,2047.30144,6.607023032,1959,13.26,13,25/08/2015,25-Aug,dry,dry,Tandahimba,Rural,rural,1,7,8,19,227514,26595,1,60872,160,7214900,33
Mtwara,tandahimba,tandahimba_mchichira_mchichira_4,tandahimba_mchichira_mchichira,4,155,2047.30144,9.661151804,2066,17.354,6,20/08/2015,20-Aug,dry,dry,Tandahimba,Rural,rural,3,5,8,19,227514,26595,1,60872,160,7214900,33
Mtwara,tandahimba,tandahimba_mkundi_dinembo_4,tandahimba_mkundi_dinembo,4,155,2047.30144,13.85587624,1369,24.116,6,24/08/2015,24-Aug,dry,dry,Tandahimba,Rural,rural,2,6,8,10,227514,26595,1,60872,160,7214900,33
Mtwara,tandahimba,tandahimba_mnyawa_maheha_4,tandahimba_mnyawa_maheha,4,155,2047.30144,6.47310732,1724,19.699,5,20/08/2015,20-Aug,dry,dry,Tandahimba,Rural,rural,3,5,8,10,227514,26595,1,60872,160,7214900,33
Mtwara,tandahimba,tandahimba_mnyawa_umoja_4,tandahimba_mnyawa_umoja,4,155,2047.30144,8.066579226,1381,19.665,1,20/08/2015,20-Aug,dry,dry,Tandahimba,Rural,rural,2,6,8,2,227514,26595,1,60872,160,7214900,33
Mtwara,tandahimba,tandahimba_nanhyanga_nanyangaa_4,tandahimba_nanhyanga_nanyangaa,4,155,2047.30144,13.4662006,2398,10.685,4,22/08/2015,22-Aug,dry,dry,Tandahimba,Rural,rural,4,4,8,10,227514,26595,1,60872,160,7214900,33
Mtwara,tandahimba,tandahimba_tandahimba_tandahimba_4,tandahimba_tandahimba_tandahimba,4,155,2047.30144,7.949794194,4833,0.2,10,25/08/2015,25-Aug,dry,dry,Tandahimba,Rural,rural,0,8,8,13,227514,26595,1,60872,160,7214900,33
Dar Es Salaam,temeke,temeke_makangarawe_4,temeke_makangarawe,4,30,728.2218589,2.372692888,53291,3.5595,81,13/02/2015,13-Feb,dry,dry,Temeke,Urban,urban,1,7,8,111,1368881,22150,6,344391,550,12560500,38
Dar Es Salaam,temeke,temeke_mtoni_4,temeke_mtoni,4,30,728.2218589,3.943013101,59378,1.3805,NA,NA,NA,NA,dry,Temeke,Urban,urban,5,3,8,268,1368881,22150,6,344391,550,12560500,38
Dar Es Salaam,temeke,temeke_sandali_4,temeke_sandali,4,30,728.2218589,2.73464976,52660,2.583916667,56,23/02/2015,23-Feb,dry,dry,Temeke,Urban,urban,4,4,8,136,1368881,22150,6,344391,550,12560500,38
Dar Es Salaam,ilala,ilala_gongolamboto_5,ilala_gongolamboto,5,26,364.7107337,12.33064308,57312,17.92033333,85,13/01/2017,13-Jan,dry,dry,Ilala,Urban,urban,0,8,8,97,1220611,26671,7,297750,690,12655000,58
Dar Es Salaam,ilala,ilala_ukonga_5,ilala_ukonga,5,26,364.7107337,9.900562729,80034,16.01175,106,10/01/2017,10-Jan,dry,dry,Ilala,Urban,urban,0,8,8,120,1220611,26671,7,297750,690,12655000,58
Coast,kibaha,kibaha_kikongo_kidai_5,kibaha_kikongo_kidai,5,50,1500.829629,3.827634962,609,32.892,57,17/11/2016,17-Nov,wet,wet,Kibaha,Rural,rural,1,7,8,180,70209,4771,3,16892,500,10225100,25
Coast,kibaha,kibaha_mlandizi_mlandizimjini_5,kibaha_mlandizi_mlandizimjini,5,50,1500.829629,0.803186093,1830,29.212,86,17/11/2016,17-Nov,wet,wet,Kibaha,Rural,rural,1,7,8,119,70209,4771,3,16892,500,10225100,25
Coast,kibahaurban,kibahaurban_kibaha_mwendapolea_5,kibahaurban_kibaha_mwendapolea,5,53,705.2647967,1.852561787,2983,10.829,87,07/12/2016,07-Dec,wet,wet,Kibaha Urban,Rural,rural,4,4,8,117,128488,7650,5,31092,480,10256900,47
