Region,District,Ward,Village,team_leader,dateVaccination,dateVaccinati,Dogs,Cats,Correct_Village,Correct_Ward,Correct_District,Correct_Region
Mtwara,Mtwara urban,Shangani,Shangani East,NA,08/10/2015,08-Oct-15,35,2,Shangani East,Shangani,Mtwara Urban,Mtwara
Mtwara,Mtwara Urban,Shangani,Shangani East,Elvida Anael,05/03/2011,05-Mar-11,52,6,Shangani East,Shangani,Mtwara Urban,Mtwara
Mtwara,Mtwara Urban,Namayanga,Shangani East,MOHAMED ALLY,09/09/2014,09-Sep-14,26,1,Shangani East,Namayanga,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Shangani,Shangani West,NA,09/11/2016,09-Nov-16,39,3,Shangani West,Shangani,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Shangani,Shangani West,NA,09/10/2015,09-Oct-15,57,4,Shangani West,Shangani,Mtwara Urban,Mtwara
Mtwara,Mtwara Urban,Chuno,Shangani west,ELVIDA ANAELI,09/09/2014,09-Sep-14,72,11,Shangani west,Chuno,Mtwara Urban,Mtwara
Kusini Pemba,Mkoani,Michenzani,Shangini,Mohammed Nassor,22/09/2016,22-Sep-16,0,4,Shangini,Michenzani,Mkoani,Pemba
Mtwara,Mtwara urban,Rahaleo,Shapriya,NA,02/11/2016,02-Nov-16,0,0,Shapriya,Rahaleo,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Rahaleo,Shapriya,NA,08/10/2015,08-Oct-15,0,0,Shapriya,Rahaleo,Mtwara Urban,Mtwara
Mtwara,Masasi  ,Mpindimbi,Shauri moyo,NA,09/11/2016,09-Nov-16,31,4,Shauri Moyo,Mpindimbi,Masasi Township Authority,Mtwara
Mtwara,Masasi Urban,Mpindimbi,Shauri Moyo, Lazaro Ndungile,08/09/2015,08-Sep-15,19,7,Shauri Moyo,Mpindimbi,Masasi Township Authority,Mtwara
Mtwara,Masasi,Mpindimbi,Shauri moyo,Peter Kisumo,20/06/2014,20-Jun-14,17,8,Shauri moyo,Mpindimbi,Masasi Township Authority,Mtwara
Lindi,Lindi urban,Makonde,Shekh Badi,NA,04/11/2016,04-Nov-16,0,0,Shekhe Badi,Makonde,Lindi Urban,Lindi
Lindi,Lindi urban,Makonde,Shekh Badi,NA,08/09/2015,08-Sep-15,4,0,Shekhe Badi,Makonde,Lindi Urban,Lindi
Lindi,Lindi Urban,Makonde,Shekhe Badi,JAQUECLINE E. SANDY,29/06/2014,29-Jun-14,0,0,Shekhe Badi,Makonde,Lindi Urban,Lindi
Kaskazini Pemba,Wete,Shengejuu,Shengejuu,NA,21/09/2016,21-Sep-16,8,0,Shengejuu,Shengejuu,Wete,Pemba
Kaskazini Pemba,Wete,Piki,Shengejuu,NA,13/11/2013,13-Nov-13,1,0,Shengejuu,Shengejuu,Wete,Pemba
Kaskazini Pemba,Wete,SHENGEJUU,Shengejuu,NA,25/06/2012,25-Jun-12,2,0,Shengejuu,Shengejuu,Wete,Pemba
Kaskazini Pemba,Wete,Piki,Shengejuu,NA,12/12/2014,12-Dec-14,7,0,Shengejuu,Piki,Wete,Pemba
Kaskazini Pemba,Wete,Shengejuu,Shengejuu,NA,09/12/2014,09-Dec-14,2,0,Shengejuu,Shengejuu,Wete,Pemba
Kusini Pemba,Mkoani,Shidi,Shidi,NA,12/11/2013,12-Nov-13,3,0,Shidi,Shidi,Mkoani,Pemba
Kusini Pemba,Mkoani,Shidi,Shidi,NA,04/12/2014,04-Dec-14,6,0,Shidi,Shidi,Mkoani,Pemba
Kusini Pemba,Mkoani,Mgagadu,Shimola ndizi,Abdallah M.Soud,23/09/2016,23-Sep-16,9,0,Shimola ndizi,Mgagadu,Mkoani,Pemba
Kaskazini Pemba,Micheweni,MICHEWENI,Shimoni,NA,07/06/2012,07-Jul-12,7,0,Shimoni,Micheweni,Micheweni,Pemba
Dar-es-salaam,Temeke,Somangila,Shirikisho,Geofrey Anthony,25/02/2015,25-Jan-15,28,0,Shirikisho,Somangila,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Somangila,Shirikisho,Hussein Mhoma,26/09/2011,26-Sep-11,29,0,Shirikisho,Somangila,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Somangila,Shirikisho,Hussein Mhoma,21/04/2010,21-Apr-10,58,2,Shirikisho,Somangila,Temeke,Dar-es-salaam
Lindi,Lindi rural,Navanga,Shuka,Jafaran Mohamed ,06/09/2015,06-Sep-15,4,5,Shuka,Navanga,Lindi Rural,Lindi
lindi,Lindi rural,Navanga,Shuka,Fatuma Rashidi,27/06/2012,27-Jun-12,8,6,Shuka,Navanga,Lindi Rural,Lindi
Lindi,Lindi Rural,Navanga,Shuka,MGONJA . N.N,23/06/2014,23-Jun-14,4,2,Shuka,Navanga,Lindi Rural,Lindi
Lindi,Lindi rural,Navanga,Shuka,Hassan Chipila,13/11/2016,13-Nov-16,0,0,Shuka,Navanga,Lindi Rural,Lindi
Kusini Pemba,Mkoani,Kangani,Shukeni,Ngali Bakar,22/09/2016,22-Sep-16,29,6,Shukeni,Kangani,Mkoani,Pemba
Kusini Pemba,Mkoani,Kangani,Shukeni,NA,01/12/2014,01-Dec-14,13,1,Shukeni,Kangani,Mkoani,Pemba
Lindi,Lindi urban,Mikumbi,Shule,NA,04/11/2016,04-Nov-16,1,1,Shule,Mikumbi,Lindi Urban,Lindi
Lindi,Lindi urban,Mikumbi,Shule,NA,11/09/2015,11-Sep-15,0,0,Shule,Mikumbi,Lindi Urban,Lindi
Morogoro,Morogoro urban,Kingolwira,Shule,NA,12/11/2016,12-Nov-16,71,4,Shule,Kingolwira,Morogoro Urban,Morogoro
Morogoro,Morogoro Urban,SULTAN AREA,Kikundi Primary,H. Moshi ,21/12/2014,21-Dec-14,46,33,Shule,Sultan Area,Morogoro Urban,Morogoro
Lindi,Lindi Urban,Mikumbi,Shule,STELLA E. MUGINI,01/06/2014,01-Jul-14,0,5,Shule,Mikumbi,Lindi Urban,Lindi
Mtwara,Mtwara urban,Tandika,Shule ya msingi Majengo,NA,03/11/2016,03-Nov-16,0,0,Shule ya Misingi Majengo,Chikongola,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Tandika,Shule ya msingi Majengo,NA,01/10/2015,01-Oct-15,0,0,Shule ya Misingi Majengo,Chikongola,Mtwara Urban,Mtwara
Kaskazini Pemba,Micheweni,Shumba Vyamboni,Shumba,NA,16/12/2014,16-Dec-14,5,1,Shumba,Shumba Mjini,Micheweni,Pemba
Kaskazini Pemba,Micheweni,Shumba/vyamboni,Chimba,NA,15/11/2013,15-Nov-13,4,5,Shumba Viamboni,Shumba Viamboni,Micheweni,Pemba
Kaskazini Pemba,Micheweni,SHUMBA VYAMBONI,Shumba Viamboni,NA,01/06/2012,01-Jul-12,20,5,Shumba Viamboni,Shumba Viamboni,Micheweni,Pemba
Kaskazini Pemba,Micheweni,Shumba vyamboni,Shumba vyamboni,Al Hamad Ali,25/09/2016,25-Sep-16,47,0,Shumba vyamboni,Shumba vyamboni,Micheweni,Pemba
Kusini Pemba,Chake Chake,Shungi,Chuchuu,NA,12/11/2013,12-Nov-13,1,0,Shungi,Shungi,Chake Chake,Pemba
Coast,Mkuranga,Shungubweni,Funza,NA,29/12/2016,29-Nov-16,10,1,Shungubweni,Shungubweni,Mkuranga,Pwani
Coast,Mkuranga,Shungubweni,Shungubweni,NA,01/12/2016,01-Dec-16,26,1,Shungubweni,Shungubweni,Mkuranga,Pwani
Pwani,Mkuranga,NA,Shumba bweni-Mduzi,NA,31/01/2015,31-Dec-14,23,5,Shungubweni,Shungubweni,Mkuranga,Pwani
Pwani,Mkuranga,NA,Shungubweni,NA,30/01/2015,30-Dec-14,24,1,Shungubweni,Shungubweni,Mkuranga,Pwani
Pwani,Mkuranga,Shungubweni,Shungubweni mduzi,John mchomvu,15/11/2013,15-Nov-13,5,1,Shungubweni,Shungubweni,Mkuranga,Pwani
Pwani,Mkuranga,Shungubweni,Shungubweni,John mchomvu,13/11/2013,13-Nov-13,34,2,Shungubweni,Shungubweni,Mkuranga,Pwani
Pwani,Mkuranga,Shungubweni,Shungubweni,Jumanne hoza,14/06/2012,14-Jun-12,36,15,Shungubweni,Shungubweni,Mkuranga,Pwani
Pwani,Mkuranga,Shungubweni,Funza,Michael Mwinama,18/03/2011,18-Mar-11,14,0,Shungubweni,Shungubweni,Mkuranga,Pwani
Pwani,Mkuranga,Shungubweni,mduzi,Michael Mwinama,18/03/2011,18-Mar-11,14,0,Shungubweni,Shungubweni,Mkuranga,Pwani
Pwani,Mkuranga,Shungubweni,Shungubweni,Michael Mwinama,18/03/2011,18-Mar-11,28,0,Shungubweni,Shungubweni,Mkuranga,Pwani
Coast,Rufiji,Utete,Siasa,NA,25/11/2016,25-Nov-16,15,0,Siasa,Utete,Rufiji,Pwani
Pwani,Rufiji,Utete,Siasa,NA,21/02/2015,20-Dec-14,89,3,Siasa,Utete,Rufiji,Pwani
Pwani,Rufiji,Utete,Siasa,SUZY KAWIZA,12/12/2013,12-Dec-13,13,4,Siasa,Utete,Rufiji,Pwani
Pwani,Rufiji,Utete,Siasa,Suzan,19/06/2012,19-Jul-12,8,0,Siasa,Utete,Rufiji,Pwani
Pwani,Rufiji,Utete,Siasa,Suzan,15/06/2012,15-Jun-12,18,2,Siasa,Utete,Rufiji,Pwani
Pwani,Rufiji,Utete,Siasa,Suzan,13/06/2012,13-Jun-12,14,1,Siasa,Utete,Rufiji,Pwani
Pwani,Rufiji,Utete,Siasa,Suzan,11/06/2012,11-Jul-12,22,2,Siasa,Utete,Rufiji,Pwani
Pwani,Rufiji,Utete,Siasa,Suzan,10/06/2012,10-Jul-12,21,0,Siasa,Utete,Rufiji,Pwani
Pwani,Rufiji,Utete,Siasa,Suzan,01/06/2012,01-Jul-12,4,0,Siasa,Utete,Rufiji,Pwani
Pwani,Rufiji,Chumbi,Shela,RASHIDI SINGANO,06/03/2011,06-Mar-11,1,0,Siasa,Utete,Rufiji,Pwani
Dar Es Salaam,Temeke,Vituka,Sigara , materego ,12/12/2016,12-Dec-16,100,1,Sigara,Yombo Vituka,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Yombo Vituka,Sigara,Hawa Materego,24/02/2015,24-Jan-15,48,2,Sigara,Yombo Vituka,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Yombo Vituka,Yombo Vituka,Monika Simalenga,09/03/2013,09-Mar-13,35,9,Sigara,Yombo Vituka,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Yombo Vituka,Sigara,Hawa Materego,24/09/2011,24-Sep-11,42,2,Sigara,Yombo Vituka,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Yombo Vituka,Sigara,Hawa Materego,19/04/2010,19-Apr-10,78,7,Sigara,Yombo Vituka,Temeke,Dar-es-salaam
Morogoro,Kilombero,Signali,Signali,NA,23/11/2016,23-Nov-16,183,29,Siginali,Kiberege,Kilombero,Morogoro
Morogoro,Kilombero,Signal ,Signal ,Valentine Masele,05/01/2015,05-Jan-15,80,24,Siginali,Kiberege,Kilombero,Morogoro
Morogoro,Kilombero,Signal ,Sululu ,Ester Kandonga,05/01/2015,05-Jan-15,114,13,Siginali,Kiberege,Kilombero,Morogoro
Morogoro,Kilombero,Kiberege  ,Siginali,NA,10/10/2011,10-Oct-11,117,33,Siginali,Kiberege,Kilombero,Morogoro
Morogoro,Kilombero,Kiberege  ,Siginali,NA,22/07/2010,22-Jul-10,116,8,Siginali,Kiberege,Kilombero,Morogoro
Kusini Pemba,Chakechake,Ng'ambwa,Simambili,Rashid Khamis,15/09/2016,15-Sep-16,5,1,Simambili,Ng'ambwa,Chake Chake,Pemba
Lindi,Lindi rural,Mnolela,Simana,Neema Chijendi ,07/09/2015,07-Sep-15,9,0,Simana,Mnolela,Lindi Rural,Lindi
lindi,Lindi rural,Mnolela,Simana,Zuhura Livengwa,27/06/2012,27-Jun-12,24,2,Simana,Mnolela,Lindi Rural,Lindi
Lindi,Lindi Rural,Mnolela,Simana,NEEMA CHIJENDI,27/06/2014,27-Jun-14,17,4,Simana,Mnolela,Lindi Rural,Lindi
Lindi,Lindi rural,Mnolela,Simana,Boniventure Achiula,14/11/2016,14-Nov-16,30,1,Simana,Mnolela,Lindi Rural,Lindi
Pwani,Kibaha urban,Kibaha,Simbani,NA,07/12/2016,07-Dec-16,65,15,Simbani,Kibaha,Kibaha Urban,Pwani
Pwani,Kibaha urban,Kibaha,Simbani,P. Gandi ,22/11/2013,22-Nov-13,45,2,Simbani,Kibaha,Kibaha Urban,Pwani
Pwani,Kibaha urban,Kibaha,Simbani,Philipina Gandi,22/06/2012,22-Jun-12,6,0,Simbani,Kibaha,Kibaha Urban,Pwani
Cost,Kibaha urban,Kibaha,Simbani,Mwanaisha gilla,17/02/2011,17-Mar-11,24,2,Simbani,Kibaha,Kibaha Urban,Pwani
Pwani,Kibaha Urban,Kibaha,Simbani,Gandhi,17/12/2014,17-Dec-14,36,2,Simbani,Kibaha,Kibaha Urban,Pwani
Morogoro,Morogoro Urban,MJI MPYA,Ofisi ya Kata,Yunus Mfangavo,21/12/2014,21-Dec-14,83,17,"Simu ""B""",Mji Mpya,Morogoro Urban,Morogoro
Morogoro,Morogoro urban,Mwembesongo,Sina,NA,07/11/2016,07-Nov-16,24,7,Sina,Mwembesongo,Morogoro Urban,Morogoro
Mtwara,Mtwara urban,Vigaeni,Sinani,NA,02/11/2016,02-Nov-16,0,0,Sinani,Vigaeni,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Vigaeni,Sinani,NA,03/10/2015,03-Oct-15,0,0,Sinani,Vigaeni,Mtwara Urban,Mtwara
Mtwara,Mtwara Urban,Magengeni,Sinani ,ABEDI MOHAMEDI,25/09/2014,25-Sep-14,2,1,Sinani ,Magengeni,Mtwara Urban,Mtwara
Kusini Pemba,Mkoani,Kangani,Sinazari,NA,06/12/2014,06-Dec-14,3,0,Sinazari,Kangani,Mkoani,Pemba
Mtwara,Masasi rural,Sindano,Sindano,Hasani Juma,09/09/2015,09-Sep-15,27,5,Sindano,Sindano,Masasi,Mtwara
mtwara,Masasi,Sindano,Sindano,Saidi Makunganya,20/06/2012,20-Jun-12,77,42,Sindano,Sindano,Masasi,Mtwara
Mtwara,Masasi,Sindano,Sindano,James Mhando,21/06/2014,21-Jun-14,18,9,Sindano,Sindano,Masasi,Mtwara
Mtwara,Mtwara rural,Msanga Mkuu,Sinde,NA,11/11/2016,11-Nov-16,0,0,Sinde,Msanga Mkuu,Mtwara Rural,Mtwara
Mtwara,Mtwara rural,Msanga Mkuu,Sinde,NA,25/08/2015,25-Aug-15,3,1,Sinde,Msanga Mkuu,Mtwara Rural,Mtwara
mtwara,Mtwara rural,Msanga Mkuu,Sinde,Maonyesho saidi,29/06/2012,29-Jun-12,0,3,Sinde,Msanga Mkuu,Mtwara Rural,Mtwara
Mtwara,Mtwara Rural, Msanga mkuu  ,Sinde,"Kazumali A., Dotto Awadh, Maria Ngatata",20/06/2014,20-Jun-14,2,0,Sinde, Msanga mkuu  ,Mtwara Rural,Mtwara
Lindi,Kilwa, Kivinjesingino  ,Singino,Halima Mohamed,19/11/2016,19-Nov-16,107,14,Singino,Kivinjesingino,Kilwa,Lindi
Lindi,Kilwa,Kivinjesingino,Singino,Anatoli Mwaliko,23/09/2015,23-Sep-15,29,7,Singino,Kivinjesingino,Kilwa,Lindi
Lindi,Kilwa,Kikole,Singino,NA,27/06/2012,27-Jun-12,11,1,Singino,Kivinjesingino,Kilwa,Lindi
Lindi,Kilwa,KIVINJE,SINGINO,MWALIKO,16/02/2011,16-Feb-11,15,3,Singino,Kivinjesingino,Kilwa,Lindi
Mtwara,Mtwara urban,Mtonya,Singino,NA,04/11/2016,04-Nov-16,0,0,Singino,Mtonya,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Mtonya,Singino,NA,09/10/2015,09-Oct-15,0,0,Singino,Mtonya,Mtwara Urban,Mtwara
Lindi,Kilwa,Kivinjesingino,Singino,Anatoli Mwaliko,13/07/2014,13-Jul-14,24,31,Singino,Kivinjesingino,Kilwa,Lindi
Morogoro,Morogoro rural,Singisa,Singisa,Dignelius  Ngimbuchi,04/11/2016,04-Nov-16,28,0,Singisa,Singisa,Morogoro,Morogoro
Morogoro,Morogoro,Singisa,Singisa,Lesilangei,25/02/2013,25-Feb-13,44,1,Singisa,Singisa,Morogoro,Morogoro
morogoro,Morogoro rural,Singisa,Singisa,Nathan,10/10/2011,10-Oct-11,38,0,Singisa,Singisa,Morogoro,Morogoro
morogoro,Morogoro rural,Singisa,Singisa,Nathan,09/10/2011,09-Oct-11,38,0,Singisa,Singisa,Morogoro,Morogoro
morogoro,Morogoro rural,Singisa,Singisa,Nathan,08/10/2011,08-Oct-11,74,0,Singisa,Singisa,Morogoro,Morogoro
morogoro,Morogoro rural,Singisa,Singisa,Nathan,05/10/2011,05-Oct-11,19,0,Singisa,Singisa,Morogoro,Morogoro
morogoro,Morogoro rural,Singisa,Singisa,Nathan,03/10/2011,03-Oct-11,81,0,Singisa,Singisa,Morogoro,Morogoro
morogoro,Morogoro rural,Singisa,Singisa,Nathan,01/10/2011,01-Oct-11,45,0,Singisa,Singisa,Morogoro,Morogoro
Morogoro,Morogoro Rural,Singisa,Singisa,Dignelius D.,16/12/2014,16-Dec-14,12,0,Singisa,Singisa,Morogoro,Morogoro
Kusini Pemba,Mkoani,Chumbageni,Sinong'one,Asha Said,22/09/2016,22-Sep-16,9,0,Sinong'one,Chumbageni,Mkoani,Pemba
Morogoro,Morogoro rural,Ngerengere,Sinyaulime,Saimon Kahesha,04/11/2016,04-Nov-16,211,19,Sinyaulime,Ngerengere,Morogoro,Morogoro
Morogoro,Morogoro ,NA,Sinyaulime,Nathan,28/07/2010,28-Jul-10,18,0,Sinyaulime,Ngerengere,Morogoro,Morogoro
Morogoro,Morogoro ,NA,Sinyaulime,Nathan,18/07/2010,18-Jul-10,51,0,Sinyaulime,Ngerengere,Morogoro,Morogoro
Morogoro,Morogoro Rural,Ngerengere,Sinyaulime,Saimon Kahesha,17/12/2014,17-Dec-14,161,3,Sinyaulime,Ngerengere,Morogoro,Morogoro
Dar-es-salaam,Kinondoni,MAKURUMLA,SISI KWA SISI,"Charless Msenga, Emma Mboya",19/12/2014,19-Dec-14,10,0,Sisi Kwa Sisi,Makurumla,Kinondoni,Dar-es-salaam
Kaskazini Pemba,Micheweni,Sizini,Sizini,Hemed Salim Said,24/09/2016,24-Sep-16,49,4,Sizini,Sizini,Micheweni,Pemba
Kaskazini Pemba,Micheweni,Tumbe,Sizini,NA,15/11/2013,15-Nov-13,4,0,Sizini,Sizini,Micheweni,Pemba
Kaskazini Pemba,Micheweni,SIZINI,Sizini,NA,02/06/2012,02-Jul-12,9,0,Sizini,Sizini,Micheweni,Pemba
Kusini Pemba,Chakechake,Matale,Skuli,NA,11/12/2014,11-Dec-14,5,0,Skuli,Matale,Chake Chake,Pemba
Kaskazini Pemba,Wete,Pandani,Skuli,NA,09/12/2014,09-Dec-14,4,0,Skuli,Pandani,Wete,Pemba
Kaskazini Pemba,Wete,Jadida,Skuli,NA,08/12/2014,08-Dec-14,5,0,Skuli,Jadida,Wete,Pemba
Morogoro,Ulanga,Sofi,Sofi mission,NA,11/12/2016,11-Dec-16,164,32,Sofi Mission,Sofi,Ulanga,Morogoro
Morogoro,Ulanga,Sofi  ,Sofi Mission ,NA,07/10/2011,07-Oct-11,116,3,Sofi Mission,Sofi,Ulanga,Morogoro
Morogoro,Ulanga,Sofi  ,Sofi Mission ,NA,16/05/2010,16-May-10,95,10,Sofi Mission,Sofi,Ulanga,Morogoro
Morogoro,Ulanga,SOFI,Sofi Mission,Kilongo,12/12/2014,12-Dec-14,215,4,Sofi Mission,Sofi,Ulanga,Morogoro
Pwani,Kibaha urban,Picha ya Ndege,Sofu,NA,08/12/2016,08-Dec-16,31,3,Sofu,Picha ya Ndege,Kibaha Urban,Pwani
Pwani,Kibaha urban,Picha ya Ndege,Sofu,M. Mbilinyi ,23/11/2013,23-Nov-13,145,15,Sofu,Picha ya Ndege,Kibaha Urban,Pwani
Cost,Kibaha urban,Picha ya Ndege,Sofu,Rahel Mbwambo,27/02/2011,27-Feb-11,38,0,Sofu,Picha ya Ndege,Kibaha Urban,Pwani
Pwani,Kibaha Urban,Picha ya ndege,Sofu,A.Msimbe,18/12/2014,18-Dec-14,139,3,Sofu,Picha ya Ndege,Kibaha Urban,Pwani
Coast,Kisarawe,Chole,Sofu,Mwanga ,19/11/2016,19-Nov-16,10,0,Sofu,Cholesamvula,Kisarawe,Pwani
Pwani,Kisarawe,Chole,Sofu,"Urassa, A",16/01/2015,16-Jan-15,12,4,Sofu,Cholesamvula,Kisarawe,Pwani
Pwani,Kisarawe,Chole,Sofu,NA,20/11/2013,20-Nov-13,19,3,Sofu,Cholesamvula,Kisarawe,Pwani
Pwani,Kisarawe,Cholesamvula,Sofu,Tito O. Mzava,16/07/2012,16-Jul-12,6,0,Sofu,Cholesamvula,Kisarawe,Pwani
Pwani,Kisarawe,Cholesemvua,Sofu,Robson Mwanga,01/03/2011,01-Mar-11,10,0,Sofu,Cholesamvula,Kisarawe,Pwani
Coast,Kibaha rural,Soga,Dengwa ,Justina Malando,21/11/2016,21-Nov-16,51,1,Soga,Soga,Kibaha,Pwani
Coast,Kibaha rural,Soga,Soga,Hilda Uhagile,15/11/2016,15-Nov-16,32,0,Soga,Soga,Kibaha,Pwani
Pwani,Kibaha rural,Soga,Soga,Francis ekoni,21/02/2012,21-Feb-12,173,21,Soga,Soga,Kibaha,Pwani
Pwani,Kibaha rural,Soga,Soga,L. Mandari,21/02/2011,21-Feb-11,62,5,Soga,Soga,Kibaha,Pwani
Pwani,Kibaha Rural,Soga,Soga,NA,05/12/2014,05-Dec-14,38,1,Soga,Soga,Kibaha,Pwani
Mtwara,Mtwara urban,Vigaeni,Soko kuu,NA,03/11/2016,03-Nov-16,0,0,Soko Kuu,Vigaeni,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Vigaeni,Soko kuu,NA,04/10/2015,04-Oct-15,0,0,Soko Kuu,Vigaeni,Mtwara Urban,Mtwara
Mtwara,Tandahimba,Chaume,Sokoine,Martin P. Daniel,03/11/2016,03-Nov-16,3,3,Sokoine,Chaume,Tandahimba,Mtwara
Mtwara,Tandahimba,Chaume,Sokoine,Simon Pius Paul,20/08/2015,20-Aug-15,1,3,Sokoine,Chaume,Tandahimba,Mtwara
Mtwara,Tandahimba,Chaume,Sokoine,Martin P. Daniel,23/06/2014,23-Jun-14,5,3,Sokoine,Chaume,Tandahimba,Mtwara
Dar-es-salaam,Kinondoni,TANDALE,SOKONI,"Albentina Mpera, Joyce Msai,   Mercy Ndabise, Asajage Kyomo, Khalid Mkana, Geraldina Kahwa",19/12/2014,19-Dec-14,12,0,Sokoni,Tandale,Kinondoni,Dar-es-salaam
Kaskazini Pemba,Micheweni,Kifundi,Sokoni,NA,16/12/2014,16-Dec-14,1,1,Sokoni,Kifundi,Micheweni,Pemba
Kaskazini Pemba,Micheweni,Makangale,Sokoni,NA,15/12/2014,15-Dec-14,12,0,Sokoni,Makangale,Micheweni,Pemba
Kusini Pemba,Mkoani,Kengeja ,Sokoni,Juma Ali Kombo,24/09/2016,24-Sep-16,4,0,Sokoni,Kengeja ,Mkoani,Pemba
Kusini Pemba,Mkoani,Kangani,Kangani,NA,12/11/2013,12-Nov-13,17,0,Sokoni,Kangani,Mkoani,Pemba
Kusini Pemba,Mkoani,Kengeja,Sipwesi,NA,11/11/2013,11-Nov-13,8,0,Sokoni,Kengeja,Mkoani,Pemba
Kusini Pemba,Mkoani,Kengeja,Sokoni kengeja,NA,11/11/2013,11-Nov-13,12,0,Sokoni,Kengeja,Mkoani,Pemba
Kusini Pemba,Mkoani,KANGANI,Sokoni,NA,24/06/2012,24-Jun-12,18,1,Sokoni,Kangani,Mkoani,Pemba
Kusini Pemba,Mkoani,Kiwani,Sokoni,NA,01/12/2014,01-Dec-14,0,1,Sokoni,Kiwani,Mkoani,Pemba
Pwani,Rufiji,Utete,Siasa,MELVIN MANONGI,05/03/2011,05-Mar-11,26,2,Sokoni,Kibiti,Rufiji,Pwani
Dar Es Salaam,Temeke,Kibada,Sokoni,Beatrice Mlay,24/09/2011,24-Sep-11,28,3,Sokoni,Kibada,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Kibada,Sokoni,Beatrice Mlay,18/04/2010,18-Apr-10,4,0,Sokoni,Kibada,Temeke,Dar-es-salaam
Mtwara,Mtwara Urban,Rahaleo,Sokoni,ABEDI MOHAMEDI,11/09/2014,11-Sep-14,0,1,Sokoni,Rahaleo,Mtwara Urban,Mtwara
Morogoro,Kilombero,Mang'ula A,Sole,NA,24/11/2016,24-Nov-16,4,15,Sole,Mkula,Kilombero,Morogoro
Morogoro,Kilombero,Mkula ,Sole ,Grace Mella,03/01/2015,03-Jan-15,46,7,Sole,Mkula,Kilombero,Morogoro
Morogoro,Kilombero,Sole,Mkula,Sharif ,12/02/2013,12-Feb-13,8,6,Sole,Mkula,Kilombero,Morogoro
Morogoro,Kilombero,Mkula  ,Sole,NA,13/10/2011,13-Oct-11,15,38,Sole,Mkula,Kilombero,Morogoro
Morogoro,Kilombero,Mkula  ,Sole,NA,16/07/2010,16-Jul-10,11,9,Sole,Mkula,Kilombero,Morogoro
Lindi,Kilwa, Kinjumbi  ,Somanga Kasaikazini,Salome Chacha,19/11/2016,19-Nov-16,0,17,Somanga Ndumbo,Kinjumbi,Kilwa,Lindi
Lindi,Kilwa,Kinjumbi,Somanga Ndumbo,Macha,29/09/2015,29-Sep-15,38,4,Somanga Ndumbo,Kinjumbi,Kilwa,Lindi
Lindi,Kilwa,Kinjumbi,Somanga,Macha,28/09/2015,28-Sep-15,19,8,Somanga Ndumbo,Kinjumbi,Kilwa,Lindi
Lindi,Kilwa,Kinjumbi,Somanga Ndumbo,NA,20/06/2012,20-Jun-12,73,31,Somanga Ndumbo,Kinjumbi,Kilwa,Lindi
Lindi,Kilwa,KINJUMBI,SOMANGA NDUMBO,MACHA,14/02/2011,14-Feb-11,39,3,Somanga Ndumbo,Kinjumbi,Kilwa,Lindi
Lindi,Kilwa,Kinjumbi,Somanga Ndumbo,Innocent Macha,17/07/2014,17-Jul-14,82,10,Somanga Ndumbo,Kinjumbi,Kilwa,Lindi
Lindi,Kilwa, Kinjumbi  ,Somanga Simu,Salome Chacha,17/11/2016,17-Nov-16,95,47,Somangasimu,Kinjumbi,Kilwa,Lindi
Lindi,Kilwa,Pande Mikoma,Somanga Simu,Macha,23/09/2015,23-Sep-15,22,3,Somangasimu,Kinjumbi,Kilwa,Lindi
Lindi,Kilwa,Kinjumbi,Somanga Simu,NA,27/06/2012,27-Jun-12,62,39,Somangasimu,Kinjumbi,Kilwa,Lindi
Lindi,Kilwa,KINJUMBI,SOMANGA SIMU,MACHA,14/02/2011,14-Feb-11,25,6,Somangasimu,Kinjumbi,Kilwa,Lindi
Lindi,Kilwa,Kinjumbi,Somangasimu,Innocent Macha,16/07/2014,16-Jul-14,9,0,Somangasimu,Kinjumbi,Kilwa,Lindi
Lindi,Nachingwea,Stesheni,Songambele,NA,08/11/2016,08-Nov-16,17,10,Songambele,Stesheni,Nachingwea,Lindi
Lindi,Nachingwea,Stesheni,Songambele,NA,01/09/2015,01-Sep-15,25,12,Songambele,Stesheni,Nachingwea,Lindi
Mtwara,Newala,Chilangala,Mnyengachi,NA,01/11/2016,01-Dec-16,2,0,Songambele,Mchemo,Newala,Mtwara
Mtwara,Newala,Mpwapwa,Songambele,NA,01/11/2016,01-Nov-16,0,0,Songambele,Mchemo,Newala,Mtwara
