Region,District,Ward,Village,Date,Date2,Start time,End time,Transport used,Dogs without collars,Dogs with collars,Totalcounts,Comments,Correct_Village,Correct_Ward,Correct_District,Correct_Region
Morogoro,Morogoro rural,NA ,Seregete 'B',19/12/2014,19-Dec-14,16:00,18:00,foot ,6,19,NA,NA,Seregete B,Kidugalo,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Sesenga,19/12/2014,19-Dec-14,16:00,18:00,foot ,19,6,NA,NA,Sesenga,Mngazi,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Singisa,16/12/2014,16-Dec-14,16:00,18:00,foot ,11,12,NA,NA,Singisa,Singisa,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Sinyaulime,17/12/2014,17-Dec-14,15:00,17:00,foot ,6,18,NA,NA,Sinyaulime,Ngerengere,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Tambuu,16/12/2014,16-Dec-14,16:00,18:00,foot ,0,0,NA,NA,Tambuu,Lundi,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Tandai  ,16/12/2014,16-Dec-14,16:00,18:00,foot ,0,1,NA,NA,Tandai,Kinole,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Tandali  ,16/12/2014,16-Dec-14,16:00,18:00,foot ,2,1,NA,NA,Tandali,Mtombozi,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Tawa,16/12/2014,16-Dec-14,16:00,18:00,foot ,2,9,NA,NA,Tawa,Tawa,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Tegetero,16/12/2014,16-Dec-14,16:00,18:00,foot ,0,1,NA,NA,Tegetero,Tegetero,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Temekero,16/12/2014,16-Dec-14,16:00,18:00,foot ,2,21,NA,NA,Temekelo,Kolero,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Tulo,16/12/2014,16-Dec-14,16:00,18:00,foot ,2,14,NA,NA,Tulo,Mvuha,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Tununguo,16/12/2014,16-Dec-14,16:00,18:00,foot ,3,0,NA,NA,Tununguo,Tununguo,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Ukwama,16/12/2014,16-Dec-14,16:00,18:00,foot ,0,0,NA,NA,Ukwama,Kasanga,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Uponda,16/12/2014,16-Dec-14,16:00,18:00,foot ,1,5,NA,NA,Uponda,Tawa,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Usungura,16/12/2014,16-Dec-14,16:00,18:00,foot ,2,6,NA,NA,Usungura,Mkulazi,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Vigolegole,16/12/2014,16-Dec-14,16:00,18:00,foot ,6,34,NA,NA,Vigolegole,Mngazi,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Vihengele,16/12/2014,16-Dec-14,16:00,18:00,foot ,0,0,NA,NA,Vihengele,Lundi,Morogoro,Morogoro
Morogoro,Morogoro rural,NA ,Visaraka,18/12/2014,18-Dec-14,16:00,18:00,foot ,5,27,NA,NA,Visaraka,Kidugalo,Morogoro,Morogoro
Morogoro,Morogoro urban , Kihonda Maghorofani  , Air Port  ,08/01/2015,08-Jan-15,16:00,17:00,foot,2,4,NA,NA,Airport,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kichangani  , Area Six B  ,08/01/2015,08-Jan-15,16:00,17:00,foot,1,2,NA,NA,Area Six,Kichangani,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kihonda  , Azimio  ,23/12/2014,23-Dec-14,18:00,19:12,Motorcycle,0,8,NA,NA,Azimio,Kiwanja Cha Ndege,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Magadu  , Baraka  ,23/12/2014,23-Dec-14,16:30,16:00,foot,2,3,NA,NA,Magadu,Mbuyuni,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Saba Saba  , Betelo  ,22/12/2014,22-Dec-14,16:00,17:00,foot,0,0,NA,NA,Betero,Sabasaba,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kilakala  , Bigwa Kisiwani  ,20/12/2014,20-Dec-14,15:36,15:24,foot,4,3,NA,NA,Bigwa Kisiwani,Kilakala,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mazimbu  , Boma B  ,22/12/2014,22-Dec-14,16:00,17:00,bicycle,1,3,NA,NA,Boma,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kingolwira  , Bomba la Zambia  ,02/01/2015,02-Jan-15,17:00,18:00,foot,0,0,NA,NA,Bomba la Zambia,Kingolwira,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kilakala  , Bong'ola  ,23/12/2014,23-Dec-14,15:36,18:12,foot,0,1,NA,NA,Bong'ola,Kilakala,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kingo  , Bundi  ,17/01/2015,17-Jan-15,17:22,18:22,Motorcycle,0,2,NA,NA,Bundi,Kingo,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mafiga  , CCM  ,23/12/2014,23-Dec-14,15:24,16:30,foot,0,0,NA,NA,CCM,Mafiga,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mkundi  , CCT Forest  ,23/12/2014,23-Dec-14,18:00,19:12,Motorcycle,2,7,NA,NA,CCT Forest,Kihonda,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kilakala  , Chalumbi  ,23/12/2014,23-Dec-14,18:00,19:00,Motorcycle,0,0,NA,NA,Chalumbi,Kilakala,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Chamwino  , Chamwino  ,22/12/2014,22-Dec-14,18:00,19:12,foot,1,3,NA,NA,Chamwino,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mlimani  , Choma  ,22/12/2014,22-Dec-14,15:12,16:12,Motorcycle,1,12,NA,NA,Choma,Mlimani,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kingo  , F.F.U Flats  ,19/01/2015,19-Jan-15,17:00,18:48,Motorcycle,0,2,NA,NA,FFU Flats,Kingo,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Boma  , Forest NHC  ,20/12/2014,20-Dec-14,16:00,18:00,foot,3,4,NA,NA,Forest NHC,Boma,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mji Mpya  , Fumilwa A  ,13/01/2015,13-Jan-15,17:50,18:28,bicycle,0,0,NA,NA,"Fumilwa ""A""",Mji Mpya,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mji Mpya  , Fumilwa C  ,14/01/2015,14-Jan-15,16:14,16:50,foot,0,1,NA,NA,"Fumilwa ""C""",Mji Mpya,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mwembesongo  , Genda  ,22/12/2014,22-Dec-14,16:00,17:00,foot,0,0,NA,NA,Genda,Mwembesongo,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kihonda Maghorofani  , Godes  ,23/12/2014,23-Dec-14,16:00,17:00,foot,3,3,NA,NA,Godes,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Boma  , Jumbe Mtoto  ,20/12/2014,20-Dec-14,16:00,18:00,foot,1,0,NA,NA,Jumbe mtoto,Boma,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mji Mkuu  , Karume B  ,24/12/2014,24-Dec-14,16:00,17:00,foot,0,0,NA,NA,Karume 'B',Mji Mkuu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mindu  , Kasanga  ,22/12/2014,22-Dec-14,16:15,18:00,foot,2,11,NA,NA,Kasanga,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Boma  , Kibwe  ,22/12/2014,22-Dec-14,16:15,18:10,foot,4,3,NA,NA,Kibwe,Boma,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kichangani  , Kichangani  ,26/12/2014,26-Dec-14,16:00,18:20,foot,1,2,NA,NA,Kichangani,Kichangani,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Magadu  , Kididimo Sua  ,23/12/2014,23-Dec-14,16:00,18:00,foot,2,4,NA,NA,Kididimo,Mbuyuni,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mafiga  , Kidondolo A  ,26/12/2014,26-Dec-14,14:24,16:19,bicycle,4,0,NA,NA,Kidondolo A,Mafiga,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Uwanja wa Taifa  , Kidugalo  ,13/01/2015,13-Jan-15,16:00,17:30,foot,1,2,NA,NA,Kidugalo,Uwanja wa Taifa,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kilakala  , Kigurunyembe  ,22/12/2014,22-Dec-14,14:00,15:30,foot,3,6,NA,NA,Kigurunyembe,Kilakala,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Boma  , Kihimbwa  ,20/12/2014,20-Dec-14,16:00,18:00,foot,2,5,NA,NA,Kihimbwa,Boma,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kihonda  , Kihonda Kaskazini  ,24/12/2014,24-Dec-14,15:00,16:48,Motorcycle,0,7,NA,NA,Kihonda Kaskazini,Kihonda,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kihonda Maghorofani  , Kihonda Maghorofani  ,24/12/2014,24-Dec-14,16:00,17:30,foot,2,3,NA,NA,Mbuyuni,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kihonda Maghorofani  , Kihonda Maghorofani B  ,06/01/2015,06-Jan-15,17:40,18:48,bicycle,4,6,NA,NA,Mbuyuni,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mafisa  , Kihonda Mbuyuni  ,22/12/2014,22-Dec-14,14:24,15:30,foot,0,8,NA,NA,Kihonda Mbuyuni,Mwembesongo,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Saba Saba  , Kikundi  ,22/12/2014,22-Dec-14,16:00,17:30,foot,0,0,NA,NA,Kikundi,Sabasaba,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kilakala  , Kilakala  ,23/12/2014,23-Dec-14,16:36,19:00,foot,0,0,NA,NA,Kilakala,Kilakala,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mafisa  , Kilima hewa  ,23/12/2014,23-Dec-14,14:24,15:30,foot,1,4,NA,NA,Mafisa,Mwembesongo,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kihonda  , Kilimanjaro  ,22/12/2014,22-Dec-14,16:00,17:00,Motorcycle,2,6,NA,NA,Kilimanjaro,Kihonda,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Magadu  , Kilimo Sua  ,22/12/2014,22-Dec-14,16:00,18:00,bicycle,1,6,NA,NA,Magadu,Mbuyuni,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mkundi  , Kilongo  ,23/01/2015,23-Jan-15,16:00,17:00,Motorcycle,0,11,NA,NA,Kilongo,Kihonda,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kiwanja cha Ndege  , Kimunyu  ,29/01/2015,29-Jan-15,16:00,16:48,foot,3,1,NA,NA,Kimunyu,Kiwanja Cha Ndege,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Bigwa  , Kindimbwa  ,16/01/2015,16-Jan-15,16:15,16:58,bicycle,0,4,NA,NA,Kihimbwa,Boma,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Boma  , Kingalu  ,21/12/2014,21-Dec-14,16:00,18:00,foot,2,0,NA,NA,Kingalu,Boma,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Saba Saba  , Kingo  ,22/12/2014,22-Dec-14,16:00,17:00,foot,0,0,NA,NA,Kingo,Sabasaba,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mkundi  , Kipera  ,24/12/2014,24-Dec-14,15:30,16:30,Motorcycle,1,10,NA,NA,Kipera,Kihonda,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Uwanja wa Taifa  , Kiswanya A  ,12/01/2015,12-Jan-15,16:30,17:38,foot,2,0,NA,NA,Kiswanya A,Uwanja wa Taifa,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Uwanja wa Taifa  , Kiswanya B  ,12/01/2015,12-Jan-15,17:20,18:26,bicycle,1,0,NA,NA,Kiswanya B,Uwanja wa Taifa,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Luhungo  , Kivaza  ,30/12/2014,30-Dec-14,16:48,17:36,foot,1,2,NA,NA,Kivaza,Mzinga,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Chamwino  , Kiwalani  ,21/12/2014,21-Dec-14,15:36,16:48,foot,2,3,NA,NA,Kiwalani,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kichangani  , Kola A  ,02/01/2015,02-Jan-15,17:00,19:00,foot,2,8,NA,NA,Kola A,Kichangani,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Saba Saba  , Konga  ,22/12/2014,22-Dec-14,14:24,15:30,foot,1,0,NA,NA,Konga,Sabasaba,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mzinga  , Konga B  ,03/01/2015,03-Jan-15,16:05,17:38,foot,1,4,NA,NA,Konga 'B',Mzinga,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Bigwa  , Korogoso  ,22/12/2014,22-Dec-14,15:28,17:09,foot,0,2,NA,NA,Korogoso,Bigwa,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kingo  , Korogwe  ,19/01/2015,19-Jan-15,16:00,16:48,bicycle,0,3,NA,NA,Old Korogwe,Kingo,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Sultan Area  , Kota  ,22/12/2014,22-Dec-14,14:08,15:29,foot,0,1,NA,NA,Kota,Sultan Area,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mlimani  , Liti  ,20/12/2014,20-Dec-14,15:12,16:48,foot,3,9,NA,NA,Liti,Mlimani,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mindu  , Lugala  ,22/12/2014,22-Dec-14,16:04,18:43,foot,3,5,NA,NA,Lugala,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Lukobe  , Lukobe Juu  ,06/01/2015,06-Jan-15,18:00,19:12,foot,1,2,NA,NA,Lukobe juu,Kihonda,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Lukobe  , Lukobe Kambi 5  ,06/01/2015,06-Jan-15,16:00,17:00,foot,0,0,NA,NA,Lukobe kambi tano,Kihonda,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kiwanja cha Ndege  , Lukwagule  ,30/01/2015,30-Jan-15,16:00,16:49,foot,0,1,NA,NA,Lukwangule,Kiwanja Cha Ndege,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kiwanja cha Ndege  , Lungo  ,27/12/2014,27-Dec-14,16:00,16:40,foot,2,0,NA,NA,Lungo,Kiwanja Cha Ndege,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kiwanja cha Ndege  , Lusogo  ,30/01/2015,30-Jan-15,17:30,18:42,foot,0,0,NA,NA,Lusogo,Kiwanja Cha Ndege,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Boma  , Madizini  ,22/12/2014,22-Dec-14,16:00,18:00,foot,0,4,NA,NA,Madizini,Boma,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mafiga  , Madox  ,23/12/2014,23-Dec-14,16:48,17:36,foot,2,0,NA,NA,Madox,Mafiga,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Lukobe  , Maendeleo  ,21/12/2014,21-Dec-14,16:47,17:44,foot,2,2,NA,NA,Lukobe juu,Kihonda,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mafiga  , Mafiga A  ,23/12/2014,23-Dec-14,15:24,17:12,foot,0,0,NA,NA,Mafiga A,Mafiga,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mwembesongo  , Magodoro  ,23/12/2014,23-Dec-14,16:00,17:48,foot,0,0,NA,NA,Magodoro,Mwembesongo,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mbuyuni  , Magurumbasi  ,05/01/2015,05-Jan-15,16:00,16:48,bicycle,0,1,NA,NA,Magurumbasi,Mbuyuni,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kingolwira  , Mahakama  ,01/01/2015,01-Jan-15,17:30,18:48,foot,3,0,NA,NA,Mahakama,Kingolwira,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kilakala  , Mahedu  ,24/12/2014,24-Dec-14,14:09,15:12,foot,2,3,NA,NA,Mahedu,Kilakala,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Lukobe  , Majengo Mapya  ,06/01/2015,06-Jan-15,16:02,16:58,bicycle,3,0,NA,NA,Majengo mapya,Kihonda,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mafiga  , Majumba Saba  ,22/12/2014,22-Dec-14,15:48,16:48,foot,0,0,NA,NA,Majumba Saba,Mafiga,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mji Mpya  , Makaburi A  ,13/01/2015,13-Jan-15,16:55,17:38,foot,0,0,NA,NA,"Makaburi ""A """,Mji Mpya,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Chamwino  , Malipula  ,22/12/2014,22-Dec-14,16:00,17:20,foot,1,2,NA,NA,Malipula,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mafisa  , Mambi  ,31/12/2014,31-Dec-14,16:00,16:56,foot,0,0,NA,NA,Mafisa,Mwembesongo,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Lukobe  , Manyuki  ,20/12/2014,20-Dec-14,16:40,17:47,foot,2,3,NA,NA,Lukobe juu,Kihonda,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mafiga  , Manzese  ,22/12/2014,22-Dec-14,15:12,16:12,foot,1,0,NA,NA,Manzese,Mafiga,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mkundi  , Mawasiliano  ,24/12/2014,24-Dec-14,15:12,16:12,Motorcycle,0,8,NA,NA,Mawasiliano,Kihonda,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mazimbu  , Mazimbu Darajani  ,22/12/2014,22-Dec-14,16:00,17:00,bicycle,2,7,NA,NA,Mazimbu Darajani,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mlimani  , Mbete  ,21/12/2014,21-Dec-14,15:12,16:30,Motorcycle,2,8,NA,NA,Mbete,Mlimani,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kihonda Maghorofani  , Mbuyuni  ,21/12/2014,21-Dec-14,15:12,16:12,foot,1,2,NA,NA,Mbuyuni,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kichangani  , Mchuma  ,24/12/2014,24-Dec-14,17:00,18:00,foot,0,3,NA,NA,Mchuma,Kichangani,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Tungi  , Mfaranyaki  ,22/12/2014,22-Dec-14,14:15,15:15,foot,0,0,NA,NA,Mfaranyaki,Kingolwira,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Luhungo  , Mfine  ,04/01/2015,04-Jan-15,16:12,17:24,foot,0,0,NA,NA,Mfine,Mzinga,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mwembesongo  , Mfungua Kinywa  ,23/12/2014,23-Dec-14,16:20,17:40,foot,0,0,NA,NA,Mfunguakinywa,Mwembesongo,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Tungi  , Mfuruni  ,22/12/2014,22-Dec-14,16:31,17:34,foot,0,0,NA,NA,Tungi Kambini 'A',Kingolwira,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Magadu  , Mgambazi  ,22/12/2014,22-Dec-14,16:00,17:00,foot,3,2,NA,NA,Mgambazi,Mbuyuni,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Magadu  , Mgambazi  ,22/12/2014,22-Dec-14,16:12,17:24,foot,1,2,NA,NA,Mgambazi,Mbuyuni,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mindu  , Mgaza  ,22/12/2014,22-Dec-14,16:00,17:00,foot,2,1,NA,NA,Mindu,Sabasaba,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mbuyuni  , Mgonahazeru  ,05/01/2015,05-Jan-15,16:40,17:50,foot,2,3,NA,NA,Mgonahazeru,Mbuyuni,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kilakala  , Migombani  ,20/12/2014,20-Dec-14,14:45,16:00,foot,7,9,NA,NA,Migombani,Kilakala,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mindu  , Mikoroshini  ,09/01/2015,09-Jan-15,17:18,18:30,Motorcycle,0,0,NA,NA,Mindu,Sabasaba,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kauzeni  , Minazini  ,21/12/2014,21-Dec-14,16:00,17:00,foot,1,5,NA,NA,Minazini,Mzinga,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mzinga  , Misasa  ,07/01/2015,07-Jan-15,16:12,17:02,foot,2,1,NA,NA,Misasa,Mzinga,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Tungi  , Mji Mwema B  ,23/12/2014,23-Dec-14,14:15,15:20,foot,0,0,NA,NA,Mjimwema,Kingolwira,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kiwanja cha Ndege  , Mkota  ,27/12/2014,27-Dec-14,16:50,17:48,bicycle,0,2,NA,NA,Mkota,Kiwanja Cha Ndege,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Luhungo  , Mkoya  ,03/01/2015,03-Jan-15,17:50,18:41,Motorcycle,0,3,NA,NA,Mkoya,Mbuyuni,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mindu  , Mkwajuni  ,09/01/2015,09-Jan-15,16:05,17:02,bicycle,0,3,NA,NA,Mkwajuni,Kichangani,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kichangani  , Mkwajuni  ,09/01/2015,09-Jan-15,16:00,17:00,Motorcycle,1,2,NA,NA,Mkwajuni,Kichangani,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mji Mkuu  , Mlapakolo  ,20/12/2014,20-Dec-14,16:00,17:00,foot,0,0,NA,NA,Mlapakolo,Mji Mkuu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mkundi  , Mlimani  ,03/01/2015,03-Jan-15,15:36,16:20,foot,0,0,NA,NA,Kikundi,Mlimani,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mazimbu  , Modeco B  ,22/12/2014,22-Dec-14,16:00,17:00,bicycle,2,5,NA,NA,Madeco B,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Boma  , Msigala  ,23/12/2014,23-Dec-14,16:05,18:00,foot,3,2,NA,NA,Msigala,Boma,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mafiga  , Msikiti  ,23/12/2014,23-Dec-14,16:48,18:00,foot,1,0,NA,NA,Msikiti,Mafiga,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Chamwino  , Msikitini  ,22/12/2014,22-Dec-14,14:09,15:36,foot,1,2,NA,NA,Msikitini,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kihonda  , Msimamo  ,23/12/2014,23-Dec-14,16:00,17:00,Motorcycle,0,11,NA,NA,Mawasiliano,Kihonda,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kiwanja cha Ndege  , Mtagwa  ,30/01/2015,30-Jan-15,16:55,17:20,Motorcycle,0,2,NA,NA,Mtagwa,Kiwanja Cha Ndege,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mwembesongo  , Mtawala  ,22/12/2014,22-Dec-14,16:00,16:48,foot,0,1,NA,NA,Mtawala,Mwembesongo,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mzinga  , Mtoni  ,05/01/2015,05-Jan-15,15:28,17:36,foot,0,0,NA,NA,Kauzeni,Mzinga,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mbuyuni  , Mtoni A  ,05/01/2015,05-Jan-15,16:50,18:36,Motorcycle,0,0,NA,NA,Mtoni 'A',Mbuyuni,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Luhungo  , Mundu  ,05/01/2015,05-Jan-15,16:00,17:00,foot,2,1,NA,NA,Mundu,Mzinga,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kichangani  , Mwande  ,23/12/2014,23-Dec-14,16:05,18:05,foot,2,5,NA,NA,Mwande,Kichangani,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Chamwino  , Mwande  ,22/12/2014,22-Dec-14,15:36,16:40,foot,3,5,NA,NA,Mwande,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kingolwira  , Mwembe Msafa  ,29/12/2014,29-Dec-14,16:00,17:00,foot,1,2,NA,NA,Mwembe Msafa,Kingolwira,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Chamwino  , Mwembeni  ,22/12/2014,22-Dec-14,16:48,18:00,foot,2,5,NA,NA,Mwembeni,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mwembesongo  , Mwembesongo  ,22/12/2014,22-Dec-14,15:12,16:48,foot,0,0,NA,NA,Mwembesongo,Mwembesongo,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mwembesongo  , Mwigole  ,23/12/2014,23-Dec-14,16:00,17:28,foot,0,0,NA,NA,Mwigole,Mwembesongo,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Tungi  , Nanenane B  ,23/12/2014,23-Dec-14,15:00,15:40,foot,1,2,NA,NA,Nanenane,Kingolwira,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Chamwino  , Napome  ,22/12/2014,22-Dec-14,16:48,18:24,foot,1,4,NA,NA,Chamwino,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kilakala  , Ng'atigwa  ,24/12/2014,24-Dec-14,14:55,18:45,foot,1,11,NA,NA,Ng'atigwa,Kilakala,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kihonda Maghorofani  , Ngerengere  ,08/01/2015,08-Jan-15,16:34,18:00,foot,1,1,NA,NA,Ngerengere,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Mji Mpya  , Ngoma B  ,14/01/2015,14-Jan-15,17:00,18:00,Motorcycle,0,0,NA,NA,"Ngoma ""B""",Mji Mpya,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Saba Saba  , Ngoto A  ,22/12/2014,22-Dec-14,16:00,17:00,foot,0,0,NA,NA,Ngoto A,Sabasaba,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Saba Saba  , Ngoto B  ,22/12/2014,22-Dec-14,16:00,17:00,foot,0,0,NA,NA,Ngoto B,Sabasaba,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kihonda  , Nguvu Kazi  ,24/12/2014,24-Dec-14,16:12,17:48,Motorcycle,1,8,NA,NA,Nguvu kazi,Kihonda,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Boma  , Nguzo  ,21/12/2014,21-Dec-14,16:00,17:00,foot,0,0,NA,NA,Nguzo,Boma,Morogoro Urban,Morogoro
Morogoro,Morogoro urban , Kingo  , Nkomo  ,17/01/2015,17-Jan-15,16:30,17:58,Motorcycle,0,0,NA,NA,Nkomo,Kingo,Morogoro Urban,Morogoro
