Region,District,Ward,Village,Date,Date2,Start time,End time,Transport used,Dogs without collars,Dogs with collars,Totalcounts,Comments,Correct_Village,Correct_Ward,Correct_District,Correct_Region
Dar Es Salaam,Kinondoni,Kibamba ,Kibamba CCM,16/12/2014,16-Dec-14,15:30,17:00,foot,1,3,NA,NA,Kibamba,Kibamba,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Kwembe ,Kingazi,18/12/2014,18-Dec-14,16:00,18:00,foot,1,8,NA,NA,King'azi,Kwembe,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Mbezi,Mshikamano kaskazini,21/12/2014,21-Dec-14,16:00,18:00,foot,3,2,NA,NA,Mshikamano,Mbezi,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Ubungo ,Chuo Kikuu ,18/12/2014,18-Dec-14,16:00,18:00,foot,1,3,NA,NA,Chuo Kikuu,Ubungo,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Hananasif ,Kisutu,16/12/2014,16-Dec-14,16:00,18:00,foot,4,1,NA,NA,Kisutu,Hananasifu,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Mbezi Juu ,Ndumbwi ,18/12/2014,18-Dec-14,15:30,17:35,Bicycle,3,7,NA,NA,Ndumbwi,Mbezi Juu,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Bunju,Boko,18/12/2014,18-Dec-14,15:00,17:00,foot,1,2,NA,NA,Boko,Bunju,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Kunduchi,Tegeta,16/12/2014,16-Dec-14,15:30,17:30,foot,0,1,NA,NA,Tegeta,Kunduchi,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Wazo Hill ,Wazo Hill,18/12/2014,18-Dec-14,15:00,17:00,foot,0,0,NA,NA,Wazo,Wazo,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Bunju,Kilungule,21/12/2014,21-Dec-14,16:00,17:00,Bicycle,0,4,NA,NA,Kilungule,Bunju,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Kinondini ,Kumbukumbu,15/12/2014,15-Dec-14,16:00,18:00,foot,1,0,NA,NA,Kumbukumbu,Kinondoni,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Mbezi Juu ,Jogoo,16/12/2014,16-Dec-14,15:00,17:00,foot,2,0,NA,NA,Jogoo,Mbezi Juu,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Ubungo ,Msewe,21/12/2014,21-Dec-14,16:00,18:00,Motorcycle,2,1,NA,NA,Msewe,Ubungo,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Saranga ,Saranga ,18/12/2014,18-Dec-14,16:00,18:00,Motorcycle,2,8,NA,NA,Saranga,Saranga,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Msigani,Maramba mawili,16/12/2014,16-Dec-14,16:00,18:00,Motorcycle,3,10,NA,NA,Malamba Mawili,Msigani,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Wazo,Mivumoni,18/12/2014,18-Dec-14,16:00,17:00,foot,1,3,NA,NA,Mivumoni,Wazo,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Makumbusho ,Makumbusho,20/12/2014,20-Dec-14,16:00,17:00,Bicycle,0,0,NA,NA,Makumbusho,Makumbusho,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Ndungumbi,Ndungumbi,19/12/2014,19-Dec-14,15:00,16:00,foot,0,0,NA,NA,NA,Ndugumbi,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Msasani ,Bonde la mpunga,19/12/2014,19-Dec-14,15:30,17:00,foot,0,0,NA,NA,Bonde la Mpunga,Msasani,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Bunju,Basihaya ,17/12/2014,17-Dec-14,16:00,17:30,foot,1,1,NA,NA,Basihaya,Bunju,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Saranga ,Matangini,17/12/2014,17-Dec-14,14:00,16:00,foot,5,2,NA,NA,Matangini,Saranga,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Makurumra ,Kwa jongo/Kilimahewa ,19/12/2014,19-Dec-14,14:00,16:00,foot,6,0,NA,NA,Kilimahewa,Makurumla,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Mbezi ,Mpigimagowe ,15/12/2014,15-Dec-14,14:00,16:00,foot,1,7,NA,NA,Mpiji Magohe,Mbezi,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Mbezi ,Mpigimagowe ,16/12/2014,16-Dec-14,15:00,17:00,foot,1,5,NA,NA,Mpiji Magohe,Mbezi,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Kimara ,Kilungure,21/12/2014,21-Dec-14,15:00,18:00,foot,4,9,NA,NA,Kilungule A,Kimara,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Kwembe ,Kwembe  ,21/12/2014,21-Dec-14,15:00,18:00,foot,0,0,NA,NA,Kwembe,Kwembe,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Kwembe ,Mpakani  ,18/12/2014,18-Dec-14,15:00,18:00,foot,0,0,NA,NA,Mpakani,Kwembe,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Kwembe ,Njeteni  ,15/12/2014,15-Dec-14,15:00,18:00,foot,0,0,NA,NA,Kwembe,Kwembe,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Kibamba,Kibamba  ,16/12/2014,16-Dec-14,15:00,18:00,foot,0,0,NA,NA,Kibamba,Kibamba,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Kibamba,Hondogo  ,17/12/2014,17-Dec-14,15:00,18:00,foot,0,0,NA,NA,Hondogo,Kibamba,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Kibamba,Kibwegere  ,19/12/2014,19-Dec-14,15:00,18:00,foot,0,0,NA,NA,Kibwegere,Kibamba,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Kibamba,Kiluvya  ,18/12/2014,18-Dec-14,15:00,18:00,foot,0,0,NA,NA,Kiluvya,Kibamba,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Goba ,Goba  ,18/12/2014,18-Dec-14,15:00,18:00,foot,0,0,NA,NA,Goba,Goba,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Goba ,Kinzudi  ,15/12/2014,15-Dec-14,15:00,18:00,foot,0,0,NA,NA,Kinzudi,Goba,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Goba ,Kunguru  ,17/12/2014,17-Dec-14,15:00,18:00,foot,0,0,NA,NA,Goba,Goba,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Goba ,Kibululu  ,18/12/2014,18-Dec-14,15:00,18:00,foot,0,0,NA,NA,Matosa,Goba,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Goba ,Tegeta A  ,19/12/2014,19-Dec-14,15:00,18:00,foot,0,0,NA,NA,NA,Goba,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Goba ,Muungano  ,19/12/2014,19-Dec-14,15:00,18:00,foot,0,0,NA,NA,NA,Goba,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Goba ,Matosa  ,17/12/2014,17-Dec-14,15:00,18:00,foot,0,0,NA,NA,Matosa,Goba,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Ndungumbi,Makanya  ,17/12/2014,17-Dec-14,15:00,18:00,foot,0,0,NA,NA,Makanya,Ndugumbi,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Ndungumbi,Mpakani  ,19/12/2014,19-Dec-14,15:00,18:00,foot,1,1,NA,NA,Mpakani,Ndugumbi,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Ndungumbi,Mikorishini  ,19/12/2014,19-Dec-14,15:00,18:00,foot,1,1,NA,NA,Kagera Mikoroshini,Ndugumbi,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Ndungumbi,Vigaeni  ,17/12/2014,17-Dec-14,15:00,18:00,foot,1,1,NA,NA,Vigaeni,Ndugumbi,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Mbezi Juu ,Mbezi Juu  ,17/12/2014,17-Dec-14,15:00,18:00,foot,1,2,NA,NA,Mbezi Juu,Mbezi Juu,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Mbezi Juu ,Mbezi Kati  ,19/12/2014,19-Dec-14,15:00,18:00,foot,1,1,NA,NA,Mbezi Kati,Mbezi Juu,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Mwananyamala,Bwawani,15/12/2014,15-Dec-14,15:00,18:00,foot,2,2,NA,NA,Bwawani,Mwananyamala,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Makurumra ,Kimamba  ,16/12/2014,16-Dec-14,15:00,18:00,foot,1,1,NA,NA,Kimamba,Makurumla,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Mwananyamala,Mwijuma,21/12/2014,21-Dec-14,15:00,18:00,foot,1,1,NA,NA,Mwinjuma,Mwananyamala,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Makurumra ,Kagera  ,21/12/2014,21-Dec-14,15:00,18:00,foot,1,0,NA,NA,Kagera,Makurumla,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Makurumra ,Mianzini  ,18/12/2014,18-Dec-14,15:00,18:00,foot,1,0,NA,NA,Mianzini,Makurumla,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Kijitonyama  ,Kijitonyama  ,15/12/2014,15-Dec-14,15:00,18:00,foot,1,0,NA,NA,Kijitonyama,Kijitonyama,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Kijitonyama  ,Alimaua A  ,16/12/2014,16-Dec-14,15:00,18:00,foot,1,0,NA,NA,Alimaua A,Kijitonyama,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Saranga ,Kimara B,21/12/2014,21-Dec-14,15:00,18:00,foot,2,1,NA,NA,Kimara B,Saranga,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Saranga ,Ukombozi  ,19/12/2014,19-Dec-14,15:00,18:00,foot,0,1,NA,NA,Saranga,Saranga,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Saranga ,Mji Mpya  ,21/12/2014,21-Dec-14,15:00,18:00,foot,1,1,NA,NA,Upendo,Saranga,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Kinondini ,Kumbukumbu  ,18/12/2014,18-Dec-14,15:00,18:00,foot,0,1,NA,NA,Kumbukumbu,Kinondoni,Kinondoni,Dar-es-salaam
Dar Es Salaam,Temeke,Azimio,Tambukareli,27/02/2015,27-Feb-15,16:00,18:00,Bicycle,0,0,NA,NA,Tambuka Reli,Azimio,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Azimio,Mtoni Unguja,26/02/2015,26-Feb-15,16:00,18:00,Bicycle,0,0,NA,NA,Azimio Kusini,Azimio,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Azimio,Azimio kaskazini,25/02/2015,25-Feb-15,16:00,18:00,Bicycle,0,0,NA,NA,Azimio Kaskazini,Azimio,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Azimio,Mbuyuni,24/02/2015,24-Feb-15,16:00,18:00,Bicycle,0,0,NA,NA,Mbuyuni,Azimio,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Azimio,Azimio kusini,23/02/2015,23-Feb-15,16:00,18:00,foot,0,0,NA,NA,Azimio Kusini,Azimio,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Azimio,Kichangani,25/02/2015,25-Feb-15,16:00,18:00,Bicycle,0,0,NA,NA,Kichangani,Azimio,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Buza,Buza,27/02/2015,27-Feb-15,16:00,18:00,foot,0,0,NA,NA,Buza,Buza,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Buza,Mjimpya,26/02/2015,26-Feb-15,16:00,18:00,Bicycle,0,0,NA,NA,Mjimpya,Buza,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Chamazi,Mkondogwa,25/02/2015,25-Feb-15,16:01,18:00,foot,0,0,NA,NA,NA,Chamazi,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Chamazi,Magengeni,27/02/2015,27-Feb-15,16:00,18:00,foot,0,0,NA,NA,Magengeni,Chamazi,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Chamazi,Rufu,26/02/2015,26-Feb-15,16:00,18:00,foot,0,0,NA,NA,Rufu,Chamazi,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Chang'ombe ,Bora,25/02/2015,25-Feb-15,16:10,18:00,foot,0,0,NA,NA,Bora,Chang'ombe,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Chang'ombe ,Chang'ombe 'A',24/02/2015,24-Feb-15,16:00,18:00,foot,0,0,NA,NA,"Chang'ombe""A""",Chang'ombe,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Charambe,Rangitatu,23/02/2015,23-Feb-15,16:10,18:00,Bicycle,0,0,NA,NA,Rangitatu,Charambe,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Charambe,Nzasa B,25/02/2015,25-Feb-15,16:00,18:00,Bicycle,0,0,NA,NA,Nzasa 'B',Charambe,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Keko,Keko Mnaga,27/02/2015,27-Feb-15,18:00,19:00,foot,6,3,NA,NA,Keko Mwanga 'B',Keko,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Keko,keko,26/02/2015,26-Feb-15,17:30,18:30,foot,3,1,NA,NA,NA,Keko,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Keko,Mabembeani,25/02/2015,25-Feb-15,17:30,18:30,foot,5,7,NA,NA,NA,Keko,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Keko,Keko Mwanga 'B',27/02/2015,27-Feb-15,16:20,18:00,Bicycle,0,0,NA,NA,Keko Mwanga 'B',Keko,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Keko,Keko Magurumbasi 'A',26/02/2015,26-Feb-15,16:00,18:00,foot,0,0,NA,NA,Keko Magurumbasi A,Keko,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kibada,Sokoni,27/02/2015,27-Feb-15,16:10,18:12,foot,0,1,NA,NA,Sokoni,Kibada,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kibada,Uvumba,26/02/2015,26-Feb-15,16:00,18:00,foot,0,1,NA,NA,Uvumba,Kibada,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kibada,Kichangani,25/02/2015,25-Feb-15,16:40,18:00,foot,0,1,NA,NA,Kichangani,Kibada,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kibada,Nyakwale,24/02/2015,24-Feb-15,16:00,18:13,foot,0,1,NA,NA,Nyakwale,Kibada,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kibondemaji,Majimatitu,27/02/2015,27-Feb-15,16:02,18:00,foot,0,1,NA,NA,Majimatitu,Mianzini,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kibondemaji,Kibondemaji A,26/02/2015,26-Feb-15,16:00,18:00,foot,0,1,NA,NA,Kibonde Maji A,Mianzini,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kibondemaji,Mchikichini,25/02/2015,25-Feb-15,16:00,18:00,foot,0,1,NA,NA,Mchikichini,Mianzini,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kiburugwa,Kiburugwa namba 3,27/02/2015,27-Feb-15,16:00,18:00,Bicycle,0,1,NA,NA,NA,Kiburugwa,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kiburugwa,Kwanyoka,26/02/2015,26-Feb-15,16:00,18:00,Bicycle,0,1,NA,NA,Kwa Nyoka,Kiburugwa,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kiburugwa,Juhudi,25/02/2015,25-Feb-15,16:00,18:00,foot,0,1,NA,NA,Juhudi,Kiburugwa,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kigamboni,Kigamboni,27/02/2015,27-Feb-15,16:00,17:40,foot,0,6,NA,NA,Kigamboni,Kigamboni,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kigamboni,Ferry,26/02/2015,26-Feb-15,16:30,17:30,foot,1,2,NA,NA,Ferry,Kigamboni,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kigamboni,Tuamoyo,25/02/2015,25-Feb-15,16:00,17:30,foot,0,2,NA,NA,Tuamoyo,Kigamboni,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kijichi,Mtoni kijichi,27/02/2015,27-Feb-15,16:00,18:00,foot,0,1,NA,NA,Mtoni Kijichi,Kijichi,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kijichi,Misheni,26/02/2015,26-Feb-15,16:00,18:00,foot,0,1,NA,NA,Misheni,Kijichi,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kijichi,Butiama,25/02/2015,25-Feb-15,16:00,18:00,foot,0,1,NA,NA,Butiama,Kijichi,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kilakala,Kilakala,24/02/2015,24-Feb-15,16:00,18:10,foot,0,1,NA,NA,Kilakala,Kilakala,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kilakala,Barabara ya mwinyi,27/02/2015,27-Feb-15,16:00,18:00,foot,0,1,NA,NA,Barabara ya Mwinyi,Kilakala,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kilakala,Kiembesamaki,26/02/2015,26-Feb-15,16:00,18:00,foot,0,1,NA,NA,Kilakala,Kilakala,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kilungule,Nzasa A,25/02/2015,25-Feb-15,16:00,18:15,foot,1,0,NA,NA,Nzasa 'A',Charambe,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kilungule,Majimatitu B,24/02/2015,24-Feb-15,16:12,18:04,foot,1,0,NA,NA,Majimatitu B,Charambe,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kilungule,Kwa mzungu,23/02/2015,23-Feb-15,16:00,18:00,foot,1,0,NA,NA,NA,Charambe,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kimbiji ,Mikenge,30/01/2015,30-Jan-15,16:30,18:30,foot,4,15,NA,NA,Mikenge,Kimbiji,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kimbiji ,Kwa Chale ,29/01/2015,29-Jan-15,16:30,18:30,foot,8,11,NA,NA,Kwa Chale,Kimbiji,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kimbiji ,Kizito huonjwa ,28/01/2015,28-Jan-15,16:00,18:00,foot,6,2,NA,NA,Kizito Huonjwa,Kimbiji,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kisarawe II,Lingato,27/02/2015,27-Feb-15,16:00,18:00,foot,1,0,NA,NA,Lingato,Kisarawe II,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kisarawe II,Vumilia Ukooni,26/02/2015,26-Feb-15,16:00,18:00,foot,1,0,NA,NA,NA,Kisarawe II,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kisarawe II,Kichangani,25/02/2015,25-Feb-15,16:00,18:20,Bicycle,1,0,NA,NA,Kichangani,Kisarawe II,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kisarawe II,Tumaini,24/02/2015,24-Feb-15,16:15,18:00,Bicycle,1,0,NA,NA,Kigogo,Kisarawe II,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kisarawe II,Kigogo,23/02/2015,23-Feb-15,16:00,18:30,Bicycle,1,0,NA,NA,Kigogo,Kisarawe II,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kurasini,Shimo la Udongo,27/02/2015,27-Feb-15,16:00,18:00,foot,1,0,NA,NA,Shimo la Udongo,Kurasini,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kurasini,Kurasini,26/02/2015,26-Feb-15,16:00,18:03,Bicycle,1,0,NA,NA,Kurasini,Kurasini,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kurasini,Mivinjeni,25/02/2015,25-Feb-15,16:05,18:00,foot,1,0,NA,NA,Mivinjeni,Kurasini,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kurasini,Kiungani,24/02/2015,24-Feb-15,16:00,18:00,foot,0,1,NA,NA,Kiungani,Kurasini,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Makangarawe ,Uwazi ,23/02/2015,23-Feb-15,16:15,17:15,foot,0,0,NA,NA,Uwazi,Makangarawe,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Makarangawe ,Yombo dovya,05/02/2015,05-Feb-15,16:10,18:10,foot,1,6,NA,NA,Dovya,Makangarawe,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Makarangawe ,Msakala,06/02/2015,06-Feb-15,15:30,16:30,foot,0,1,NA,NA,Msakala,Makangarawe,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Makarangawe ,Makarangawe,21/02/2015,21-Feb-15,16:00,18:00,Motorcycle,0,0,NA,NA,Makangarawe,Makangarawe,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mbagala,Mbagala,24/01/2015,24-Jan-15,16:00,18:00,foot,3,2,NA,NA,Mbagala,Mbagala,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mbagala,Serenge,29/01/2015,29-Jan-15,16:00,18:00,foot,0,2,NA,NA,NA,Mbagala,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mbagala,Baghadadi,26/01/2015,26-Jan-15,16:00,18:00,foot,1,1,NA,NA,Bughudadi,Mbagala,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mbagala,Moringe,27/01/2015,27-Jan-15,16:00,18:00,foot,2,1,NA,NA,Moringe,Mbagala,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mbagala,Mangaya,28/01/2015,28-Jan-15,16:00,18:00,foot,2,0,NA,NA,Mangaya,Mbagala,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mbagala,Kizinga,30/01/2015,30-Jan-15,16:00,18:00,foot,3,0,NA,NA,Kizinga,Mbagala,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mbagala Kuu,Kizuiani,27/02/2015,27-Feb-15,16:00,18:00,Bicycle,0,1,NA,NA,Kizuiani,Mbagala Kuu,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mbagala Kuu,Kichemchem,26/02/2015,26-Feb-15,16:09,18:05,Bicycle,0,1,NA,NA,Kichemchem,Mbagala Kuu,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mbagala Kuu,Jeshi la Wokovu,25/02/2015,25-Feb-15,16:00,18:00,foot,0,1,NA,NA,NA,Mbagala Kuu,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mbagala Kuu,Mbagala kuu mashariki,24/02/2015,24-Feb-15,16:00,18:40,foot,0,1,NA,NA,Mbagala Kuu,Mbagala Kuu,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mbagala Kuu,Mbagala kuu Magharibi,23/02/2015,23-Feb-15,16:00,18:00,foot,0,1,NA,NA,Mbagala Kuu,Mbagala Kuu,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mianzini,Machinjoni,29/01/2015,29-Jan-15,15:30,17:30,foot,1,1,NA,NA,Machinjioni,Mianzini,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mianzini,Majimatitu,28/01/2015,28-Jan-15,16:00,17:45,foot,3,2,NA,NA,Majimatitu,Mianzini,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mianzini,Mponda,26/01/2015,26-Jan-15,16:00,17:00,foot,2,1,NA,NA,Mponda,Mianzini,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mianzini,Miamini,27/01/2015,27-Jan-15,16:00,17:30,foot,0,1,NA,NA,Mianzini,Mianzini,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mianzini,Kimbagwile,31/01/2015,31-Jan-15,16:20,17:30,foot,1,0,NA,NA,NA,Mianzini,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mianzini,Mchikichini,27/02/2015,27-Feb-15,16:00,18:00,foot,2,1,NA,NA,Mchikichini,Mianzini,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Miburani,Wailes,26/02/2015,26-Feb-15,16:00,18:00,foot,0,1,NA,NA,Wailesi,Miburani,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Miburani,Uwanja wa Taifa,25/02/2015,25-Feb-15,16:00,18:02,foot,1,2,NA,NA,Uwanja wa Taifa,Miburani,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Miburani,Keko Machungwa,24/02/2015,24-Feb-15,16:00,18:00,foot,1,2,NA,NA,Keko Machungwa,Miburani,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mjimwema,Maweni Kisota,23/02/2015,23-Feb-15,16:00,15:00,foot,1,6,NA,NA,NA,Mjimwema,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mjimwema,Ungindoni(Saranga),31/01/2015,31-Jan-15,16:00,15:00,foot,2,6,NA,NA,Ungindoni,Mjimwema,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mjimwema,Ungindoni(Kitonga),02/01/2015,02-Jan-15,16:00,18:30,Bicycle,2,3,NA,NA,Ungindoni,Mjimwema,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mjimwema,Kibugumo,27/01/2015,27-Jan-15,16:30,18:30,foot,3,5,NA,NA,Kibugumo,Mjimwema,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mjimwema,Mjimwema(kwa Buzi),28/01/2015,28-Jan-15,16:00,18:00,Bicycle,1,1,NA,NA,NA,Mjimwema,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mtoni,Bustani,28/02/2015,28-Feb-15,16:00,18:40,foot,2,1,NA,NA,Bustani,Mtoni,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mtoni,Sabasaba,26/02/2015,26-Feb-15,16:05,18:07,foot,2,1,NA,NA,Sabasaba,Mtoni,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mtoni,Chaurembo,25/02/2015,25-Feb-15,16:00,18:00,foot,1,1,NA,NA,NA,Mtoni,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mtoni,Bokorani,24/02/2015,24-Feb-15,16:03,18:04,Bicycle,1,1,NA,NA,NA,Mtoni,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mtoni,Relini,23/02/2015,23-Feb-15,16:00,18:00,Bicycle,1,1,NA,NA,Relini,Mtoni,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Pemba Mnazi,Songani Centre,26/02/2015,26-Feb-15,16:03,18:04,foot,1,1,NA,NA,NA,Pemba Mnazi,Temeke,Dar-es-salaam
